单词,词向量,近似top20 
arms,"[-0.047017   -0.22938313 -0.3623722   0.19989559  0.39835268  0.4120265
 -0.37338057  0.03032988  0.35349283 -0.2445011  -0.06286623  0.15831931
  0.05821511  0.13215105 -0.30514106  0.36834008  0.4283094  -0.07656626
 -0.13342445  0.06995223  0.35589606 -0.085079   -0.21465375 -0.18296482
 -0.19644691 -0.04900288  0.19014725  0.18206315 -0.42935652 -0.04043483
  0.05785774  0.09017783 -0.4674097  -0.09449419 -0.07269171  0.10191893
  0.5001422   0.65216804 -0.23933983  0.07391613 -0.09285294 -0.00555317
  0.27346078 -0.3057203   0.48116404  0.2690441   0.18638276  0.01068846
  0.13629018  0.11669232]","['principle', 'period', 'religious', 'visits', 'main', 'better', 'grain', 'significance', 'parties', 'first', 'wish', 'continued', 'plan', 'production', 'eight', 'field', 'clinton', 'saying', 'strengthening', 'history']"
organizations,"[-2.01534599e-01  5.59008606e-02 -7.40107223e-02 -6.75718859e-02
  7.29867890e-02  4.96787392e-02  3.31743397e-02 -5.00239395e-02
  4.64311428e-02 -2.02477515e-01 -1.10633578e-02 -1.41634658e-01
  1.08526781e-01  5.84608391e-02 -1.36505831e-02  5.00207506e-02
 -1.55106217e-01 -1.62282154e-01 -6.91764876e-02 -5.59795424e-02
  1.87806785e-03 -3.76428142e-02 -3.26506123e-02  5.22442721e-02
  1.38832211e-01 -1.06563464e-01  4.79247123e-02 -2.99152046e-01
 -2.66582314e-02 -2.32057020e-01 -1.58719979e-02 -2.89691202e-02
 -1.12308860e-01 -8.27887096e-03 -9.79408026e-02  1.52959213e-01
  1.33974582e-01 -3.63353640e-02  2.45132367e-03 -1.09952405e-01
 -1.06256627e-01  1.57303661e-01 -8.56185406e-02 -1.95813209e-01
  1.70172862e-04 -2.24074125e-01  1.07107460e-01 -1.87680513e-01
  2.47414812e-01  1.64192900e-01]","['made', 'failed', 'department', 'bush', 'political', 'situation', 'specific', 'defense', 'nuclear', 'plan', 'yet', 'force', 'develop', 'peoples', 'among', 'laid', 'facilities', 'implement', 'words', 'theory']"
nations,"[-0.10363613 -0.09395573  0.02996786  0.01289737  0.06291872  0.1728273
  0.04811011  0.03020852  0.26403698 -0.06210443 -0.09046034 -0.02261982
  0.32960114 -0.12015799 -0.06209762 -0.07924154 -0.24182796  0.13933465
 -0.10048144 -0.2309653   0.11790775 -0.0550392  -0.04870762 -0.07228681
 -0.0666891   0.1316252   0.07321399 -0.22581568 -0.02454444 -0.01652166
 -0.05728312 -0.01486711  0.07413442 -0.17105554 -0.4153051  -0.0681991
  0.3914624  -0.15387164 -0.09981655  0.01479139  0.06239283  0.01044978
  0.11887819 -0.06760217  0.08426229 -0.13963333 -0.10022666 -0.10054668
 -0.13786256 -0.25381076]","['among', 'largescale', 'united', 'failed', 'cpc', 'addition', 'peace', 'positive', 'wei', 'using', 'seriously', 'political', 'parties', 'community', 'situation', 'criminal', 'hard', 'later', 'rural', 'arms']"
cultural,"[ 0.05104079 -0.03325439  0.1976952  -0.15784137 -0.0651252  -0.0511018
  0.18790935  0.03718255  0.17616713  0.09867825 -0.06657977 -0.15486854
  0.096462   -0.00069304  0.06922489  0.03144945  0.15721105  0.26476005
  0.17322257 -0.03025748 -0.00791827  0.31670773  0.2708022  -0.17958242
 -0.28310168  0.069381   -0.10220534 -0.0994581  -0.15883896 -0.06606805
  0.17721178 -0.1358728   0.06626326  0.21157186  0.11232831  0.13585702
 -0.13571216  0.15396824  0.07934972  0.00253382  0.03557987  0.20829886
  0.04785049 -0.04413222 -0.08117493  0.02278511  0.3389985   0.38927275
  0.27176696  0.1803664 ]","['day', 'concerned', '2', 'nuclear', 'failed', 'zhu', 'remain', 'demands', 'sides', 'negotiations', 'criminal', 'stability', 'build', 'antichina', 'goal', 'circumstances', 'three', 'family', 'large', 'asked']"
overall,"[-0.39650467 -0.13671455  0.3680763   0.14048503 -0.01661556  0.00412765
  0.00828517 -0.07165847  0.20302825  0.2046603   0.01408132 -0.11817361
 -0.08289627 -0.07858027 -0.3020901  -0.076805    0.2401299   0.07428978
 -0.05848327  0.00891049  0.55463    -0.01313471  0.28286567  0.27560505
 -0.3093471  -0.00377509  0.14061278 -0.04827579  0.000719   -0.2819521
  0.4653717  -0.08644043  0.11789627  0.01398452  0.2550624   0.0176679
 -0.25026897  0.23298903  0.10805585  0.12975095  0.10274646  0.23103717
 -0.08229113 -0.07412308  0.20435482  0.3158533  -0.31821567  0.10505947
 -0.0473447   0.14942665]","['tenghui', 'financial', 'zhu', 'period', 'principle', 'day', 'parties', 'family', 'human', 'indicated', 'conduct', 'indeed', 'cooperation', 'three', 'council', 'rich', 'activities', 'productive', 'failed', 'organization']"
course,"[ 0.05762399 -0.0493253  -0.00873651  0.2452536  -0.3071928   0.05822103
 -0.12844001  0.0964223   0.18636748  0.17958555  0.15909281  0.13615635
 -0.12260409 -0.23458654 -0.16411355  0.17917337  0.10313113 -0.06649423
 -0.12409739  0.20215806  0.0149507  -0.04580391  0.01424269 -0.0906686
 -0.20005706  0.00965515 -0.12627496  0.10482369 -0.24840572 -0.00474755
  0.12381029  0.11015908  0.03937118 -0.1075726  -0.19095895 -0.15122847
 -0.13726482 -0.03251111 -0.235869   -0.15059105 -0.06398062  0.13598914
  0.02268493 -0.04170548 -0.05759701  0.14625902 -0.2135663  -0.2825422
 -0.08018212 -0.09729843]","['failed', 'exchanges', 'meet', 'parties', 'present', 'side', 'evil', 'stressed', 'dialogue', 'unity', 'principle', 'united', 'conditions', 'task', 'development', 'conduct', 'korea', 'sectors', 'cpc', 'wto']"
strategy,"[-0.15827848  0.1072167  -0.33169317 -0.03598195 -0.00162291 -0.10235808
  0.16636188  0.13634308  0.14018701  0.1898605  -0.1559356   0.27249736
  0.10659961  0.10442343  0.0187595   0.06059783 -0.04288156 -0.30174476
  0.19028595  0.2432916   0.02900714  0.10527828 -0.0681303   0.10801059
 -0.1865873   0.06641015 -0.15477028  0.04334414  0.01279006  0.0855965
 -0.18551464 -0.08268233 -0.08421504  0.00069605  0.0140093  -0.09739924
  0.2099547   0.02387184 -0.04144617  0.2836312   0.20407936  0.1598788
  0.19780652  0.35444576  0.19944276 -0.22525679  0.07467582 -0.0683726
 -0.08381356 -0.18524721]","['immediately', 'failed', 'addition', 'united', 'peace', 'using', 'percent', 'clear', 'hand', 'cpc', 'community', 'launched', 'stressed', '2000', 'well', 'component', 'shows', 'bush', 'style', 'crisis']"
news,"[ 0.26767513 -0.130708   -0.15017922 -0.5060651   0.37045008  0.22946376
  0.37218028 -0.03126229  0.00255465 -0.2313704  -0.20227    -0.23489344
 -0.3618136   0.0457638  -0.2905653   0.08351352 -0.16828822 -0.32008544
 -0.06595632 -0.0135361  -0.0295527   0.19869979  0.3384288  -0.10126959
  0.02737834  0.28605795 -0.2122364   0.29442367  0.08231793  0.11013293
 -0.01490045  0.35656324  0.03937874 -0.02466857  0.27307034 -0.04971211
  0.21712124  0.12282244  0.05156181 -0.00997929 -0.14493792 -0.22252037
 -0.01667546  0.07484772  0.17642608 -0.10302003  0.2531015  -0.07187677
  0.20773007  0.38105947]","['strive', 'nuclear', 'community', 'competition', 'bush', 'regarding', 'improvement', 'military', 'adopt', 'life', 'member', 'closely', 'much', 'discussion', 'future', 'show', 'plan', 'fields', 'failed', 'high']"
changes,"[-3.3936836e-02  5.3653363e-02  2.7842209e-01 -7.6723866e-02
 -1.4252257e-01  3.0223604e-02 -1.0973706e-01 -2.3305254e-01
  4.0089980e-02 -6.7308925e-02 -2.0086056e-01  2.2715284e-01
 -1.9735044e-02 -2.2841519e-01 -1.5377757e-01 -2.0016575e-01
  6.7532457e-02  3.0135202e-01 -5.7469618e-02 -2.3985887e-01
 -5.1074691e-02  1.7772225e-01 -8.7373713e-03 -5.9662186e-02
  1.8534695e-01  2.8530732e-02 -7.7064730e-02  1.1535708e-01
  2.1120171e-01  9.0402655e-02 -1.4800155e-01 -1.2320750e-04
 -6.4979270e-02 -3.7335195e-02 -1.2064826e-01 -7.2940022e-02
 -8.3339319e-02 -4.7222253e-02 -2.3404190e-01  4.2287912e-02
  6.5462910e-02 -1.9368822e-02  2.6849631e-02  8.0080584e-02
 -2.6744200e-02 -1.4020453e-01 -1.0195432e-01 -9.1423102e-02
 -1.4037214e-01 -6.3108422e-02]","['political', 'says', 'failed', 'development', 'dialogue', 'united', 'future', 'systems', 'situation', 'responsible', 'financial', 'summit', 'network', 'strengthening', '40', 'special', 'plan', 'changes', 'jintao', 'importance']"
along,"[-0.06994415  0.03985613  0.06857808  0.1287885   0.00621498 -0.0993515
  0.07857503 -0.04465072 -0.04011112  0.06246797  0.02693799  0.21427403
  0.16684607 -0.08145176  0.14045207 -0.10154317  0.00545237  0.16379704
 -0.05201758  0.10062815 -0.07717533 -0.12842546 -0.0860908  -0.10623428
  0.06536889 -0.1579203  -0.24004206  0.24018449 -0.03348511  0.0800647
 -0.16307274  0.09162515  0.00237441  0.01928146  0.0838457  -0.05334028
 -0.08033503 -0.3718206  -0.04194263  0.1686337  -0.07187623 -0.10765108
 -0.0151606   0.11652732 -0.1707824   0.09940728 -0.04969377  0.04493809
  0.00060812 -0.30428147]","['part', 'failed', 'united', 'well', 'political', 'human', 'members', 'strengthening', 'know', 'global', 'peace', 'development', 'zhang', 'systems', 'implementation', 'crossstrait', 'issue', 'back', 'plans', 'far']"
technological,"[ 0.29050863  0.02526242  0.3949292  -0.14024475 -0.13429469 -0.16589092
  0.29218268 -0.1367129   0.1286772   0.1656646   0.02530785  0.19145784
 -0.14055555 -0.2798917   0.3577203   0.22380298 -0.15917931  0.21446103
 -0.11983754 -0.04820275  0.24431953  0.27797002  0.17459248  0.19025926
 -0.16453955  0.02225105  0.31197962 -0.04518648 -0.37724665 -0.3578714
  0.19501238 -0.00453684 -0.00969571  0.0428106  -0.17749824 -0.02751659
  0.12683263 -0.02102996  0.08821887 -0.30740565  0.0679942   0.03077727
 -0.12925443 -0.11731642  0.01804809  0.00420245  0.11977926  0.167527
  0.13718067  0.240087  ]","['zhu', 'brought', 'nuclear', 'must', 'mechanism', 'day', 'allround', 'leading', 'action', 'nations', 'bilateral', 'series', 'concerned', 'meanwhile', 'act', 'short', 'making', 'demands', 'agricultural', 'overseas']"
leader,"[ 0.3074973  -0.0057022  -0.0533747  -0.31334403  0.04679664 -0.03053832
 -0.02344777  0.1920077  -0.00702124  0.2000199   0.22263536  0.07231358
  0.25261617  0.12025279 -0.17977127 -0.0382742  -0.20161363 -0.15057828
 -0.30659297 -0.09839672  0.08456267 -0.32348388 -0.38751704  0.40678278
 -0.16261639 -0.09260078 -0.23639779  0.184788    0.16298555  0.00136758
 -0.13592187 -0.13183199  0.00913038  0.16299215  0.15794227 -0.00232747
  0.34955353 -0.08257889 -0.03109175 -0.04468434 -0.11928042 -0.11335159
  0.06079844 -0.16385499 -0.10868794 -0.35567728  0.00424681  0.06660045
 -0.09601054 -0.01936132]","['far', 'situation', 'aircraft', 'added', 'pointed', 'know', 'complete', 'press', 'building', 'bush', 'developed', 'asia', 'view', 'much', 'party', 'deputies', 'community', 'impact', 'understand', 'unity']"
diplomatic,"[ 0.17259836  0.04358374  0.17686325  0.14448214 -0.1997421   0.23814315
  0.23728833  0.11046978 -0.389728   -0.02009883 -0.1205944   0.16093715
 -0.23618355  0.23291877 -0.05838953 -0.6037325  -0.15133797  0.0373451
  0.0333462   0.01726944  0.47569034 -0.08779229 -0.00541191  0.01144639
 -0.13225865 -0.20420872 -0.07358716  0.08162808  0.19462794  0.20390107
  0.04424409 -0.06788073 -0.2939937   0.2585929  -0.08534196 -0.27453798
 -0.13924363 -0.09614192  0.40059617  0.10196794 -0.04818402  0.4546649
 -0.21113825  0.18657297 -0.14562312  0.34161478 -0.23327987 -0.04212017
 -0.0257382  -0.05166743]","['however', 'go', 'political', 'west', 'total', 'sides', 'failed', 'development', 'expanding', 'agriculture', 'staff', 'always', 'responsibility', 'production', 'secretary', 'historical', 'common', 'plans', 'conditions', 'allowed']"
spirit,"[ 0.0066057  -0.19958416 -0.3138778   0.04990837  0.41730893 -0.05600426
 -0.09194608 -0.09786037  0.12711169 -0.05843904 -0.0163301  -0.18279266
 -0.1725765  -0.18566968  0.12369782 -0.15365876 -0.12524201  0.11710708
 -0.06150748  0.04536794 -0.06258752 -0.0144529  -0.10702167 -0.19843139
  0.0344452   0.14140561 -0.02445427  0.05631237  0.09944943  0.09505951
  0.00167951 -0.0429338   0.27896506 -0.11964789 -0.10473117  0.02372916
 -0.14160584 -0.10702802  0.00166674 -0.03387495  0.04124546  0.0377089
 -0.07860397  0.04395733 -0.00080574  0.01580139  0.00234019 -0.08104656
  0.24080932 -0.05924428]","['discussion', 'peace', 'failed', 'strive', '100', 'progress', 'cpc', 'members', 'pay', 'political', 'positive', 'improvement', 'current', 'success', 'province', 'based', 'made', 'propaganda', 'rural', 'significance']"
problem,"[-1.19882964e-01 -2.14702785e-02 -2.11110443e-01 -2.58851610e-03
  7.91491047e-02  6.41804412e-02 -1.17981754e-01  1.07575774e-01
 -6.15583435e-02 -1.50640652e-01  7.29461089e-02 -8.43217075e-02
 -1.82137272e-04 -5.02791069e-02 -8.13678373e-03 -1.21169187e-01
 -1.56673551e-01 -1.82813540e-01 -3.92640457e-02 -6.33476526e-02
 -4.04286617e-03  1.51128620e-02  5.59362769e-02  2.97013938e-01
 -2.44259641e-01 -3.57528836e-01 -2.33900510e-02  1.53647978e-02
 -2.11499613e-02  4.18790728e-02 -1.26410186e-01 -7.88697507e-03
  1.23515345e-01 -2.05014691e-01  1.22719444e-01 -1.35382295e-01
  8.11633840e-02  5.16541004e-02 -3.25446635e-01  1.51689097e-01
 -1.43985003e-01 -2.94465572e-01  1.80615991e-01  5.90244047e-02
  7.68314824e-02 -5.79084158e-02 -3.79089378e-02 -1.33141994e-01
 -1.11466654e-01  1.93920091e-01]","['socialist', 'failed', 'improvement', 'evil', 'community', 'results', 'bush', 'powell', 'situation', 'united', 'stressed', 'building', 'high', 'structure', 'department', 'complete', 'principle', 'added', 'hard', 'plan']"
sovereignty,"[ 0.00786388 -0.32969916  0.1615535  -0.33546245  0.42642123  0.31596607
 -0.02937384 -0.11116235  0.36000922 -0.17456098 -0.03192725 -0.04116786
  0.25924933  0.16639735  0.1058791  -0.11762253 -0.38825756  0.01404228
 -0.09061211 -0.02442275  0.11336301 -0.04218699 -0.15483652 -0.19723123
  0.02042946 -0.11869027 -0.11227907 -0.03798014  0.49454114 -0.14812642
  0.07790726 -0.02376503  0.01817982 -0.15204634 -0.29404554  0.06343558
  0.2644467  -0.09384395  0.35271236  0.39233306 -0.137917   -0.15385917
  0.15398987  0.05850093  0.27662474 -0.2966416  -0.20592225 -0.08096206
 -0.13844681  0.08439185]","['bush', 'kong', 'organizations', 'largescale', 'onechina', 'current', 'factors', 'added', 'think', 'put', 'amount', 'national', 'show', 'south', 'becoming', 'words', 'accept', 'organized', 'objective', 'competition']"
lee,"[-0.21172276  0.01854279 -0.10853851  0.03927237  0.04000165  0.292932
  0.53588665  0.22231086 -0.05874575  0.1054958   0.26637158 -0.3501168
  0.4851755   0.41981527 -0.06746582 -0.4520728  -0.080874   -0.08185195
 -0.05237928 -0.2514109  -0.12899168  0.15331465  0.07159824  0.1631055
 -0.18441312 -0.38348407 -0.6309836   0.4389703  -0.21614137 -0.17318815
 -0.6014763   0.41460392 -0.26455536 -0.26149672 -0.01183244  0.10906272
  0.40938163  0.3269616  -0.5239289   0.10207839 -0.03872494 -0.24491723
  0.14829502  0.08964296 -0.32835236 -0.47172293  0.36146125 -0.12900794
  0.0693464  -0.06219578]","['issued', 'actively', 'matter', 'missile', 'implemented', 'keep', 'japan', 'concerning', 'noted', 'companies', 'deal', 'spirit', 'situation', 'outside', 'july', 'closely', 'maintain', 'effort', 'agreed', 'china']"
play,"[-0.22991392 -0.25037363  0.06006514  0.41021585 -0.0119442   0.1484464
 -0.04061685 -0.38510776  0.2175067   0.11859307 -0.02961922  0.15634629
  0.1454935  -0.15331873 -0.38039175 -0.22646238  0.3266018   0.0095138
  0.25068417  0.1337525  -0.12213333  0.1839896  -0.30563983  0.2121743
  0.12278258 -0.18884139  0.29149064  0.06351528 -0.13150097 -0.01231725
  0.04096541 -0.06017483  0.4262912  -0.40465686  0.2320646  -0.04410988
  0.30451187 -0.17663313 -0.18552305 -0.2646922   0.63029045 -0.09604101
  0.48758814 -0.07812543 -0.29675275 -0.06786773 -0.46370032 -0.32094148
 -0.02322807  0.07720183]","['learned', 'old', 'arrived', 'agricultural', 'february', 'xinjiang', 'hope', 'cpc', 'dialogue', 'planes', 'chen', 'environment', 'move', 'stresses', 'certain', 'ensure', 'military', 'later', 'task', 'evil']"
un,"[ 0.01468263  0.03292077  0.33581394 -0.27586392 -0.19571199  0.33948305
  0.16546725 -0.34004593  0.0723976   0.0260877  -0.03214159 -0.07686958
 -0.19805786 -0.47304595 -0.24525972 -0.45174536  0.05180902 -0.02709172
 -0.10454211  0.0986494   0.17061523 -0.03248866  0.01015388  0.11492264
  0.13522168  0.03859773 -0.43590447 -0.00426436 -0.31116974  0.10112506
 -0.13669552 -0.15035467  0.39619973 -0.3076417  -0.16933338 -0.02313173
 -0.12670715 -0.12354714  0.12590519 -0.17922278 -0.3155214   0.03843141
  0.11953618  0.22165827 -0.32561323  0.15659805  0.12999596 -0.19508882
 -0.01152847  0.06520133]","['rather', 'led', 'dialogue', 'among', 'says', 'lot', 'powell', 'fields', 'exchanges', 'members', 'responsibility', 'others', 'next', 'news', 'failed', 'space', 'criminal', 'open', 'deep', 'building']"
hold,"[ 5.0059870e-02 -9.9139348e-02 -1.3873538e-01 -2.7886587e-01
 -2.7104393e-01 -4.6919301e-01  2.8170904e-02  2.2331494e-01
  1.4479119e-01 -6.0498312e-02 -2.5332260e-01  4.7180843e-02
  1.9172996e-01  2.8921844e-02 -1.2090563e-01 -3.6966976e-02
  1.1198703e-01  1.9331327e-01 -5.4898657e-02  1.3955143e-01
  1.5088205e-01  5.6945506e-02  1.6759095e-01 -1.7196241e-01
  1.4250436e-01  4.9853195e-02 -1.6169160e-04  1.8173969e-01
  1.7706837e-01 -9.8486930e-02 -6.3068545e-03  6.9405618e-03
  3.2569665e-01  1.3823104e-01 -9.5053993e-02 -9.5177786e-03
  1.2527755e-01  2.1872734e-01  1.2765698e-01  1.0573098e-01
  4.6007611e-02  1.3434161e-02 -8.8912742e-03  3.7119699e-01
 -7.8692347e-02  8.1627652e-02  3.2854304e-01  2.2539867e-01
 -2.0183730e-01 -2.3211135e-02]","['success', 'using', 'failed', 'plans', 'impact', 'early', 'npc', 'integrity', 'hand', 'science', 'toward', 'united', 'dialogue', 'zhang', 'personnel', 'antichina', 'reunification', 'shows', 'day', 'jintao']"
matter,"[-0.00709671 -0.04140061  0.08822773  0.00547769  0.00590965  0.15161069
  0.0818021   0.17034319  0.09859463 -0.10456814 -0.14258905  0.21842131
 -0.06030913 -0.1380761   0.05105716 -0.23648521 -0.23975553 -0.08220668
  0.06162061 -0.24572933  0.18719544 -0.00743868 -0.03923209 -0.1329843
  0.08691468 -0.2545629  -0.25160813  0.36213502  0.11852735 -0.12500474
 -0.01613829  0.0174865   0.13443293  0.1427847   0.15627442 -0.11722741
 -0.09986696 -0.03391807 -0.1789579   0.17738482 -0.0933025  -0.57008094
  0.0374787   0.04990914 -0.01695007 -0.29688957  0.05395038 -0.10125748
  0.03155164 -0.12044055]","['community', 'companies', 'ethnic', 'economy', 'strengthening', 'summit', 'middle', 'building', 'understand', 'changes', 'members', 'plans', 'failed', 'global', 'rapidly', 'current', 'hightech', 'construction', '40', 'young']"
strait,"[-0.16267075 -0.10910542  0.2207422  -0.10390978  0.04355187  0.19796667
  0.5342586   0.10933787 -0.08195937 -0.17655116 -0.05925297  0.12043207
  0.24448138  0.18767707 -0.12941208 -0.01072923  0.14808777  0.14205849
 -0.348413    0.01101318 -0.12454387 -0.19666842 -0.09520743 -0.17893673
 -0.18833277 -0.12436799 -0.27319315  0.18926723 -0.1134388  -0.22946286
 -0.1833318   0.15815759  0.00965866 -0.21226197 -0.18181747  0.122407
  0.20956868  0.15018453  0.06214842  0.01638182 -0.06589574 -0.09295688
 -0.29741627  0.05713868 -0.00334818 -0.2498913   0.1852685   0.31353393
  0.32722002  0.0526943 ]","['issued', 'high', 'role', 'first', 'rapidly', 'going', 'outside', 'situation', 'pointed', 'lot', 'show', 'although', 'united', 'efforts', 'essence', 'failed', 'negotiations', 'effort', 'july', 'strengthening']"
