单词,词向量,近似top20 
revolution,"[ 0.08842383  0.17936744 -0.07053431  0.2619457  -0.02099195 -0.26755852
  0.00439241 -0.131212   -0.0634797   0.19098227 -0.18793187  0.17656605
 -0.17209503 -0.23749514 -0.01622333  0.11704643  0.02393094 -0.30077532
  0.13205773 -0.08412611  0.15535969 -0.12029808  0.03997877 -0.12658471
  0.02483227 -0.04352033  0.22693558  0.1090957   0.13373421  0.1983751
  0.1685177  -0.0198828  -0.34796825 -0.13291357 -0.07262117 -0.03275735
 -0.07746223  0.15891103 -0.06332699  0.1284333   0.04851769  0.05565675
  0.16040969  0.27643874  0.04591406  0.2270441  -0.08465217 -0.11076782
 -0.05393193  0.03156776]","['province', 'failed', 'well', 'unity', 'network', 'hightech', 'development', 'science', 'political', 'committees', 'stressed', 'better', 'jiaxuan', 'economy', 'exchanges', 'small', 'civil', 'problems', 'information', 'reunification']"
chief,"[-0.27959007 -0.06665775 -0.02822754 -0.06350565 -0.00777734  0.00520163
  0.08430678  0.15634711  0.02299594  0.3812791   0.02342063 -0.1243809
  0.09940837  0.13225725  0.19447212 -0.11375418  0.02915333 -0.11394566
 -0.08981124 -0.04037074  0.33436212 -0.00536558  0.2629516   0.36305034
  0.06021801  0.05500161 -0.08585852 -0.18279208  0.07786536  0.0011706
  0.14075848  0.03510588  0.03710299 -0.27567092 -0.04648014  0.2823508
  0.08811599  0.09451331  0.06961098  0.17653474 -0.09802779  0.14581765
  0.0016611  -0.15495516 -0.3292654  -0.18684983  0.3922855  -0.03470785
 -0.0286696   0.27903208]","['yet', 'failed', 'fields', 'bush', 'created', 'arms', 'day', 'sea', 'implement', 'premier', 'early', 'impact', 'terms', 'propaganda', 'family', 'concerned', 'pointed', 'country', 'elements', 'cpc']"
says,"[-0.0482827  -0.0357966   0.05034895  0.05558397  0.10146432  0.01039579
 -0.03068     0.14397381 -0.1453194  -0.07858843 -0.12215538  0.05414567
  0.03174202  0.1751701   0.33005202 -0.0175393  -0.0723832   0.1375894
  0.10956204  0.01250263 -0.06383822  0.02929056 -0.01371816 -0.1019535
  0.17577046 -0.13174425  0.09643153  0.2539433   0.21846814  0.08197368
  0.07169236 -0.23358415 -0.00208818 -0.03790754  0.1848645   0.12092838
 -0.23678482 -0.04306756 -0.21077763  0.15405653  0.24754307 -0.0062688
 -0.02358059 -0.06271373 -0.07315743 -0.0228004   0.12788129  0.04086769
 -0.1718324   0.26686305]","['failed', 'npc', 'plan', 'water', 'war', 'personnel', 'may', 'department', 'country', 'rate', 'evil', 'development', 'zemin', 'allowed', 'stability', 'companies', 'impact', 'china', 'unity', 'systems']"
israel,"[-1.95243642e-01  5.66107742e-02  1.53911605e-01  6.89452812e-02
  1.11150056e-01  5.36075868e-02 -1.44363910e-01 -1.89613223e-01
 -2.16516748e-01  7.68055245e-02 -8.48599151e-02 -1.54885612e-02
 -1.56896040e-01 -1.33082479e-01  3.92966457e-02 -3.34419459e-01
  1.22050941e-01  2.14722455e-01 -1.68831291e-04  1.36045992e-01
 -1.01813778e-01  9.02479738e-02 -1.30466269e-02 -3.21999602e-02
  2.47409493e-01  1.69671491e-01 -1.99319348e-02 -7.70150200e-02
  1.54052317e-01  1.04912199e-01  1.28789365e-01  7.97861889e-02
  4.93290164e-02  1.38559463e-02 -2.58109700e-02 -1.30765706e-01
 -2.46535391e-01 -6.88757896e-02  3.02579999e-02  4.87423055e-02
 -1.48904949e-01  1.33601516e-01  6.02053963e-02  7.66362920e-02
 -1.17938332e-01 -5.53657413e-02 -5.48914447e-03 -1.96738034e-01
 -2.42301866e-01 -1.73596255e-02]","['political', 'failed', 'news', 'network', 'plan', 'development', 'back', 'jintao', 'country', 'take', 'based', 'rok', 'among', 'progress', 'human', 'province', 'part', 'department', 'cpc', 'efforts']"
concept,"[-0.16019534 -0.12619767 -0.00429096 -0.00927808  0.05731507  0.13390936
 -0.01917585 -0.08297737  0.19709875 -0.17331441  0.28897998  0.00960658
 -0.02432741  0.18821561  0.03346037  0.13600463 -0.17100103 -0.08434077
 -0.13968933  0.41216657  0.01434129 -0.24564625  0.14503238  0.13217059
  0.18181542  0.14292984  0.15501517 -0.17147453  0.09314409 -0.19277246
 -0.08593258 -0.05186491 -0.08286951  0.02427974  0.07605834  0.00564647
 -0.29215398 -0.12338174 -0.05451577  0.12717095  0.1588664   0.11914626
 -0.10149188 -0.2504808   0.07320494 -0.20660965  0.00694034  0.11890996
  0.08222771 -0.0138678 ]","['water', 'made', 'department', 'arms', 'specific', 'financial', 'theory', 'failed', 'meet', 'percent', 'promote', 'know', 'million', 'responsible', 'inspection', 'congress', 'achieved', 'cold', 'yet', 'plan']"
12,"[ 0.3460103   0.17935002  0.45095256 -0.04666433  0.14965874 -0.01103632
 -0.2874882   0.13258259 -0.14201665 -0.03591964  0.00755876 -0.07909422
  0.2827297   0.31870246 -0.19521402  0.20893753  0.06438531 -0.24979319
 -0.1888693  -0.06790689 -0.22467037 -0.01096626  0.21339224  0.07662901
  0.37263545  0.3187895   0.02756855 -0.11409106 -0.0750591  -0.02231301
 -0.42870036  0.07761345 -0.18228911  0.1813715   0.22949775 -0.23386306
  0.21346657  0.36139125 -0.09050976  0.37435386  0.2044489  -0.2103057
 -0.23787668 -0.09973849  0.07820138 -0.3377415  -0.00560573  0.30469963
  0.10612417 -0.28263164]","['population', 'bring', 'know', 'hu', 'troops', 'situation', 'rules', 'negative', 'requirements', 'future', 'income', 'failed', 'may', 'special', 'last', 'nearly', 'opinion', 'speed', 'equipment', 'made']"
opposition,"[ 0.3962217   0.15225145 -0.04842858 -0.12466692  0.09699646  0.02722804
  0.00884376  0.01922676  0.1240589   0.03550641 -0.01430165 -0.12371194
 -0.10124099  0.21705537 -0.01107182 -0.17094612 -0.14503132  0.09395117
 -0.20464213 -0.00232923  0.14357477 -0.18555745 -0.10699286 -0.01871851
  0.03724247  0.04776245 -0.12945756  0.27164745 -0.16579689 -0.11839318
 -0.1703739  -0.27793315  0.47856173  0.10242605  0.24643697  0.05168673
 -0.12276962  0.12764525  0.1136865   0.18285835 -0.09897009  0.04710492
 -0.27697515 -0.18783166 -0.19005889  0.13230193  0.07415459  0.1784302
 -0.02579214  0.17793722]","['building', 'resources', 'failed', 'wish', 'something', 'characteristics', 'unity', 'agriculture', 'integrity', 'beneficial', 'regarding', 'safeguarding', 'complete', 'shanghai', 'vice', 'current', 'member', 'five', 'session', 'direct']"
fine,"[ 0.35405698  0.04111043  0.00959284 -0.04931381  0.02578438  0.02874295
  0.08921319 -0.02631231  0.39822572 -0.16691366 -0.10842589 -0.18253784
  0.03788988 -0.08988563 -0.29486227 -0.1371302  -0.04881829 -0.12871933
  0.00152103 -0.20014825  0.16822772  0.06628668  0.13739909  0.10919888
 -0.17151882 -0.02666033 -0.17190608 -0.08406392  0.03251735  0.25386453
  0.21414396  0.12443844 -0.01366757  0.16260771  0.2323598  -0.08042203
 -0.31361175  0.11025155 -0.12894934 -0.0068668   0.07782007 -0.30491894
 -0.07066628  0.01960133  0.17672095  0.2759644  -0.226757   -0.11476687
 -0.06049533 -0.08707003]","['regional', 'family', 'failed', 'chen', 'short', 'characteristics', 'territory', 'whole', 'tenghui', 'funds', 'peace', 'wish', 'made', '40', 'enemy', 'make', 'environment', 'early', 'structure', 'organization']"
requirement,"[ 5.36233485e-02  6.92755952e-02  2.38125935e-01  1.99498370e-01
  2.41874665e-01  2.43654355e-01 -9.86135844e-03 -3.61201584e-01
  7.23406719e-03 -8.32245685e-03  2.26357237e-01 -3.55394930e-01
 -2.89014578e-01  2.10923240e-01 -8.13736990e-02 -7.32963905e-02
  1.84966922e-01  3.23618770e-01 -8.77897907e-03  1.05590215e-02
 -3.38227630e-01  1.05284683e-01 -4.40507382e-01 -5.58111183e-02
 -1.73325107e-01 -1.44696310e-01 -1.54335096e-01 -3.06159794e-01
  4.04079823e-04  1.62037745e-01  2.76211113e-01  1.25418901e-01
  1.81306720e-01  2.14789972e-01 -1.11413248e-01 -1.23000117e-02
 -3.41652840e-01 -4.68075946e-02  7.14767352e-02  3.07321958e-02
  1.83973849e-01 -6.30506501e-02 -3.29910554e-02 -1.51112927e-02
  1.44549422e-02 -1.33774336e-02 -1.50092408e-01  2.96342701e-01
 -2.57957786e-01 -1.38534307e-01]","['congress', 'attempt', 'command', 'department', 'election', 'zemin', 'amount', 'build', 'wish', 'changed', 'says', 'failed', 'parties', 'rok', 'national', 'human', 'others', 'provided', 'political', 'relevant']"
rules,"[-0.13911277  0.11260029  0.03487123  0.14186051 -0.0611963  -0.12016432
 -0.11474059  0.03760797  0.5121018  -0.16668783  0.12240966 -0.10230359
  0.06497446 -0.04821057  0.15781884  0.07785668  0.17963912  0.13104019
 -0.20950614 -0.14740781  0.03321883  0.14043997  0.17200887  0.00538744
  0.03857547  0.0345214  -0.07189701  0.22403441 -0.16991018 -0.21409322
 -0.09538406 -0.15376817 -0.10198575 -0.2748643   0.21849006 -0.05011519
 -0.23032692  0.0861282  -0.03571546  0.16230814 -0.16528879 -0.27077124
 -0.02031403 -0.11050746  0.04107362  0.08033331 -0.00575743 -0.07232463
 -0.0237903  -0.09646431]","['may', 'really', 'concerned', 'goal', 'systems', 'failed', 'operation', 'funds', 'crossstrait', '1999', 'history', 'wto', 'continued', 'need', 'financial', 'situation', 'plan', 'shall', 'deal', 'chairman']"
short,"[ 0.21667181 -0.09780567  0.22529662  0.13945377  0.0205372   0.04216796
  0.02379975  0.08561426  0.24893634  0.08820256 -0.14715074 -0.37113807
  0.10031164  0.22879225 -0.23362249 -0.22808267  0.02980501 -0.08293636
 -0.2385032  -0.15541443 -0.02976434  0.16197503 -0.3599116  -0.03196277
  0.07655731  0.01636052 -0.12036476  0.02249225  0.11718167 -0.09497785
 -0.11434925 -0.05099758 -0.16577664  0.09344505  0.01630395 -0.05845018
 -0.0671612  -0.08019876 -0.10010547  0.17872061  0.024151   -0.19158684
 -0.30940545 -0.12585415  0.00528718 -0.06209708 -0.15172975  0.16138314
  0.03891181 -0.45130074]","['goal', 'issue', 'complete', 'far', 'failed', 'national', 'political', 'china', 'europe', 'future', 'current', '40', 'cpc', 'resources', 'systems', 'situation', 'management', 'peace', 'department', 'amount']"
strengthened,"[ 0.0259002   0.03101039  0.16208777 -0.1085472  -0.01181049 -0.06809445
  0.21367672  0.07690874  0.12641662 -0.08519706 -0.15858166 -0.02043304
 -0.03155512 -0.05982205 -0.02294565  0.00076598 -0.16525845 -0.01712092
  0.00895767  0.11742426  0.05640491  0.12125946 -0.11879487  0.03727267
  0.02123071  0.08593735 -0.02302629  0.03779764 -0.15394787  0.02856938
  0.21435834  0.27055684 -0.19036824  0.181479    0.01942187 -0.12046202
 -0.09252161 -0.22392261 -0.15056564 -0.07129392  0.21888684 -0.1733021
 -0.17911671 -0.25169778  0.07894376  0.13083887  0.24498631  0.02813402
  0.09825069 -0.14235568]","['failed', '40', 'nuclear', 'currently', 'united', 'management', 'treaty', 'demands', 'strengthening', 'wish', 'goal', 'living', 'kind', 'hoped', 'theory', 'situation', 'zemin', 'china', 'community', 'part']"
hightech,"[ 2.0024617e-01  9.4507210e-02 -1.3077350e-01  2.9736808e-01
  5.7993479e-02 -1.5100095e-01 -5.6294650e-02  1.5641934e-01
  1.5478672e-01  3.7466094e-02 -4.2074986e-02 -6.1195895e-02
 -2.4689603e-01 -1.5790520e-02 -2.6808608e-01  2.0151517e-01
  1.8793316e-01 -3.0540634e-02  3.0003646e-01  1.8675506e-01
  1.7940857e-01 -1.4245297e-01  9.0645589e-02  1.1021526e-01
  9.3959711e-02 -1.9116282e-02 -5.4637287e-02 -3.1482664e-01
 -1.4782512e-01 -1.4273815e-01  4.4809286e-02 -3.0607012e-01
 -1.9867857e-01 -6.3328370e-02  1.0276993e-02  1.3344748e-01
  7.9871632e-02  1.6214012e-01 -8.8782117e-02  1.4465686e-02
 -1.2012900e-02  3.7873122e-01  1.3270861e-01  4.7918725e-01
  1.3043155e-01  3.0693725e-01 -4.4182053e-01  2.0338999e-04
 -1.0976103e-01  1.0582507e-01]","['parties', 'well', 'territorial', 'field', 'failed', 'talks', 'principle', 'drive', 'mutual', 'beginning', 'person', 'small', 'peace', 'present', 'readjustment', 'council', 'crossstrait', 'better', 'however', 'positive']"
industries,"[ 0.16284017 -0.09079628 -0.19818796  0.04019074 -0.2822622  -0.1120519
 -0.02641626 -0.05125739  0.23781787 -0.08360223 -0.15550321  0.33375788
 -0.1871715   0.06149957  0.06386577 -0.11274364  0.07063221 -0.20349349
  0.08339794 -0.20638977  0.15077126 -0.04561672 -0.13501042 -0.11978281
  0.19110599 -0.0573391  -0.06625333  0.34633872  0.17040963  0.06415976
 -0.01321583 -0.11103656 -0.01658347  0.15605408  0.08354576  0.0989667
  0.01981409 -0.02261943 -0.07888041  0.18626922  0.03478531  0.02713592
  0.16998287  0.03940191  0.1803441   0.04255657 -0.13282576 -0.03140603
 -0.01403403  0.14230612]","['failed', 'evil', 'economy', 'npc', 'peace', 'shows', 'development', 'impact', 'religious', 'community', 'science', 'structure', 'vice', 'talks', 'province', '1999', 'territorial', 'zhang', 'systems', 'dialogue']"
2,"[-0.33691853  0.10619459  0.05571635  0.06406349 -0.32435507  0.08099905
 -0.01875822 -0.06791835 -0.17774452  0.24775831 -0.0265232  -0.08475596
  0.06620697  0.1709846  -0.1204599   0.16577888  0.30646595  0.02428028
 -0.03922494  0.01132465 -0.18255834 -0.07826018  0.04257107  0.20980483
  0.03878745  0.02133765 -0.09557176  0.01623017 -0.16610032  0.05338695
 -0.17644255  0.13266791  0.13142227 -0.097875   -0.05071812 -0.1404021
  0.0864052   0.05848543  0.00408841 -0.09252211 -0.23149487  0.06365248
  0.10073553 -0.09747843  0.0858806  -0.13890834  0.32306692  0.25032368
  0.1435783   0.04722331]","['failed', 'situation', 'morning', 'next', 'today', 'socalled', 'united', 'last', 'high', 'plan', 'kind', 'know', 'requirements', 'august', 'meet', 'european', 'country', 'guarantee', 'future', 'role']"
share,"[-0.01588318 -0.0593687   0.04186672 -0.07613911  0.06008172  0.02016117
  0.17515785 -0.0316543  -0.01813962 -0.06972421 -0.1597455   0.0226918
 -0.01923214  0.03759181  0.10951421 -0.00083363  0.23609205 -0.01626639
  0.14188565  0.17453873  0.21430877  0.05924573 -0.05598561 -0.13676694
 -0.01641035 -0.08286259 -0.06549909 -0.16987221 -0.0877166  -0.19333139
  0.22341767 -0.36357406  0.099298    0.27340958  0.17294036  0.04454681
 -0.18849307 -0.17324877 -0.05213282  0.03653226  0.13184534  0.1635266
  0.09777635 -0.09034164 -0.36183408  0.07802399 -0.00834616  0.08935296
  0.02043884 -0.01746919]","['april', 'indicated', 'asked', 'theory', 'failed', 'made', 'department', 'establishment', 'nuclear', 'toward', 'china', 'personnel', 'cold', 'entry', 'concerned', 'plan', 'thanks', 'nations', 'promote', 'immediately']"
differences,"[ 0.00985413 -0.00668094 -0.00047288 -0.20375718  0.03895156  0.07101809
 -0.09775699 -0.14647216 -0.23280925 -0.11779004 -0.2064846   0.35649338
 -0.18736787 -0.02053951 -0.16201714 -0.3344794   0.26958182  0.3896426
 -0.29584816  0.02139849  0.07976983 -0.02400197 -0.29545823 -0.18802781
  0.07675981  0.20398498  0.00122666  0.18662867 -0.26834676  0.26952875
 -0.3303112  -0.2055368  -0.15998857  0.13887608  0.16955043 -0.24930882
 -0.05237504 -0.02599097 -0.07399271  0.02467634  0.15335964  0.28342333
 -0.06387021 -0.01722213 -0.15703863  0.18807293  0.20927206  0.24479899
 -0.10054826 -0.3388247 ]","['united', 'news', 'sides', 'today', 'entire', 'changes', 'percent', 'failed', 'efforts', 'jintao', 'korea', 'implementation', 'development', 'says', 'political', 'thanks', 'entry', 'peninsula', 'representative', 'west']"
rule,"[-0.00649893 -0.24050236 -0.28164923  0.08656891  0.11466797 -0.21140306
 -0.2703047   0.46143478 -0.06739241  0.00994071 -0.0274803   0.05977159
 -0.21301848  0.2571858   0.17475928  0.18044126  0.07475456 -0.01425212
 -0.0550965  -0.01563438 -0.1453746   0.05056138 -0.0085675   0.02849247
 -0.2373483  -0.14504077 -0.27818552 -0.2820382   0.10023943  0.0510176
  0.01784944  0.22619216  0.11259055  0.09261261 -0.35692894 -0.1592109
  0.04431752  0.218037    0.12483528  0.07141741  0.2466546   0.05570086
  0.19248436 -0.04166197 -0.01768288  0.23370337 -0.11032601 -0.02935392
 -0.03698042 -0.2653918 ]","['major', 'failed', 'korea', 'opinions', 'july', 'using', 'propaganda', 'success', 'wish', 'vice', 'zhang', 'sides', 'human', 'let', '10th', '50', '4', 'go', 'tax', 'talks']"
idea,"[-0.08160893  0.11786474  0.2701963  -0.23736428  0.35743544 -0.36790425
  0.00375416 -0.09422661  0.0229142   0.07618301  0.12579957  0.15314049
 -0.17037898  0.00148102  0.39935705  0.10059755  0.04374777 -0.05109778
 -0.03937746  0.1223471   0.02686841 -0.05986541 -0.26799735 -0.07553101
  0.0062549  -0.13798057  0.16987246  0.08232076 -0.00881146 -0.20697628
  0.09684333 -0.04954466 -0.01880491 -0.02964401  0.08396362  0.1887586
  0.01577642 -0.11048463  0.10212155  0.10222659  0.1857819  -0.0453843
  0.07430013  0.02898775  0.03930382 -0.07818494  0.390601    0.381062
  0.13011776  0.12362678]","['develop', 'act', 'investment', 'strengthening', 'bush', 'zemin', 'current', 'failed', 'percent', 'continually', 'npc', 'yet', 'chief', 'resolutely', 'better', 'real', 'guarantee', 'global', 'financial', 'overseas']"
strictly,"[ 0.14588054  0.07008772 -0.28459397  0.2848416  -0.03358587  0.07873607
 -0.02088059  0.04617878  0.01671845 -0.11291746  0.26362038 -0.05300218
  0.2819674   0.12581064  0.07574483 -0.00862721  0.2591827  -0.10703353
  0.19113316 -0.3012343  -0.2805176   0.2827991   0.30050528 -0.02209004
 -0.12435997  0.30985075 -0.08671609  0.03744806  0.11105637 -0.3052792
 -0.06523686  0.13010164 -0.08109272 -0.31197307  0.05738179  0.256303
  0.22984806  0.07453511 -0.14833409 -0.10678881 -0.03826874 -0.3781667
 -0.2741241  -0.45578933 -0.21198975 -0.2899118   0.06544477  0.0355866
  0.19974688 -0.15562761]","['taking', 'chairman', 'prospects', 'two', 'wto', 'cpc', 'attack', 'therefore', 'deal', 'concerned', 'holding', 'one', 'decision', 'made', 'becoming', 'pressure', 'growth', 'together', 'failed', 'complete']"
grand,"[ 0.08470416 -0.13061912  0.27125883 -0.0774561   0.53437966  0.15986846
  0.05448133 -0.45502976  0.17819786  0.24651997  0.13941048  0.06920046
 -0.17153555 -0.14754462  0.14958298  0.18950656 -0.01537369 -0.28639796
 -0.00263167  0.18494482  0.2587023  -0.0414761   0.03888634 -0.12804656
  0.05723467 -0.03957064  0.1493903   0.00292137 -0.09554693 -0.083327
  0.2788112  -0.10448255  0.45391768 -0.12257259  0.1947037   0.1554567
 -0.14221776 -0.20759678  0.19227403  0.18272047  0.09274586  0.02820636
  0.22639102  0.03068207  0.1706902   0.29008883 -0.10407539  0.4089062
 -0.22137636  0.01237325]","['regions', 'investment', 'side', 'rule', 'resolutely', 'peace', 'indicated', 'communist', 'well', 'south', 'tenghui', 'democracy', 'current', 'shuibian', 'field', 'taiwan', 'protection', 'zhu', 'members', 'understanding']"
educational,"[-0.212551    0.2972584   0.18258959 -0.03013423  0.16267446  0.08201438
 -0.07131209 -0.24951357 -0.02382354 -0.10437915  0.06174099 -0.15771674
 -0.26786345 -0.3293821  -0.06963324  0.02758664 -0.01488566 -0.04399635
  0.17913805 -0.15227377  0.33985186  0.03397192  0.29363358  0.3955487
 -0.14474122  0.01107818  0.18366776 -0.35310844 -0.302       0.02830693
  0.5683804  -0.23147193 -0.13143356 -0.05425405 -0.00159382 -0.10831518
 -0.10180703 -0.08542485 -0.01105266 -0.58251715 -0.19761263  0.01348223
  0.15870613 -0.11613326  0.00724555  0.5137624   0.15271695 -0.09744605
  0.3133376   0.2871724 ]","['powell', 'small', 'compatriots', 'space', 'another', 'family', 'meanwhile', 'series', 'asked', 'hard', 'conference', 'western', 'hoped', 'promoted', 'expand', 'exchanges', 'prc', 'yet', 'failed', 'growth']"
let,"[ 0.05681712  0.15432684 -0.28807223 -0.20620783  0.04149624 -0.03851024
 -0.3900776  -0.2388845  -0.34484378 -0.3121037   0.09826412 -0.24829891
 -0.26619726 -0.01403629 -0.15337856  0.14554222  0.2059644   0.09116837
  0.01689389  0.03366691  0.12299356 -0.11952182 -0.09546086 -0.13833886
  0.0314158  -0.02122539  0.13540074 -0.1383572   0.16784464  0.13440172
 -0.2163332  -0.12371362  0.20427282  0.28015578 -0.06033814  0.10340365
  0.25946903  0.16056587 -0.17050292 -0.10959319 -0.17771271 -0.08329263
  0.3052343   0.16879147  0.38790905 -0.01847665  0.1218456   0.03753683
 -0.4337936   0.00738026]","['historic', 'high', 'provincial', 'five', 'actual', 'mutual', 'efforts', 'failed', 'promoted', 'know', 'impact', 'plan', 'wish', 'positive', 'community', 'aspects', 'comrade', 'strengthening', 'lu', 'japanese']"
resolution,"[-0.10863934 -0.2556169  -0.1955118  -0.08147014  0.10349745  0.02480678
 -0.2269034   0.07884701 -0.15232988  0.0361073   0.141433   -0.02223664
  0.00309161  0.19753575 -0.0480245   0.08218416 -0.08661372  0.21567164
 -0.12941845 -0.25856096 -0.27017042 -0.07920185 -0.25308236 -0.09964886
  0.15806717  0.12623398 -0.01272149  0.05603951  0.03772258  0.2915435
 -0.06097688  0.02206595 -0.07841205  0.05306992 -0.16088633 -0.06127742
 -0.13012655 -0.01967054 -0.00380992  0.14551714  0.02131285  0.15693074
  0.07695516 -0.10075066 -0.03893647 -0.23693715 -0.16708168 -0.1420184
 -0.09493395 -0.16196768]","['failed', 'resolution', 'united', 'production', 'office', 'zemin', 'peace', 'progress', 'cpc', 'department', 'responsible', 'make', 'percent', 'drive', '4', 'made', 'systems', 'situation', 'plan', 'advance']"
prc,"[ 0.00761784 -0.07334514 -0.28590706  0.06224744  0.06593065  0.1096626
 -0.3073854   0.12749141 -0.19638683  0.00526485  0.28940582 -0.00791697
  0.0587404   0.03113938 -0.13777909  0.3831963  -0.06923348  0.01227167
 -0.16087842 -0.02850341 -0.38253653  0.05019777  0.0287971   0.03606591
 -0.07010718  0.03197214  0.13688222 -0.22466786 -0.04916546  0.26676303
  0.03516898  0.08703911  0.03110617  0.14390975  0.07659541 -0.23527704
 -0.23402391 -0.0233207   0.13652012 -0.12280113  0.23454142  0.15218793
 -0.01633812 -0.11612468 -0.05218672 -0.26922902 -0.01182949  0.12891112
  0.02476752  0.03327965]","['let', 'failed', 'department', 'made', 'could', 'responsible', 'office', 'situation', 'zemin', 'korea', 'personnel', 'task', 'seek', 'process', 'component', 'conditions', 'governments', 'meet', 'policies', 'comprehensive']"
corruption,"[-0.18882641 -0.11517645 -0.12179021 -0.15945487 -0.14501643  0.19345175
 -0.10237837 -0.01665796  0.01897874 -0.02574389  0.09005674 -0.32360023
 -0.3428277  -0.06145356  0.08126748  0.123034    0.00962813 -0.11964399
  0.02192078  0.11275458 -0.01834139 -0.0134904   0.20059472 -0.1331389
 -0.00908577 -0.06428324 -0.08995906 -0.00672948  0.18361202 -0.24736162
  0.04141965 -0.08682217 -0.12803666 -0.14291157 -0.02902122  0.18380246
 -0.06955925 -0.0050313   0.15750824 -0.28360376 -0.05359911 -0.11694012
  0.08676039 -0.07154242  0.01316953  0.08113981 -0.09430636 -0.01566381
  0.16046059  0.25209412]","['highlevel', 'failed', 'made', 'bush', 'meet', '1999', 'arms', 'socialist', 'nuclear', 'department', 'according', 'need', 'think', 'therefore', 'natural', '100', 'plan', 'sea', 'implement', 'expand']"
agriculture,"[-0.04927473  0.23684257  0.09276515  0.20580548  0.00462587  0.31385982
 -0.22443505 -0.11727193  0.03156938  0.36813304 -0.07181589 -0.16969277
 -0.13124508  0.22475755  0.38061592  0.06100594 -0.39895347  0.01332918
  0.2855955  -0.14278305 -0.08403568  0.11426429 -0.12978125  0.2922243
 -0.05784145 -0.19652167  0.0793811  -0.14320892 -0.11937666  0.04649054
  0.07069547  0.02470841 -0.1116321   0.14518933  0.3320546   0.0242698
 -0.07242398 -0.22608796 -0.05649045 -0.3420273   0.4293293  -0.30743656
  0.13355216 -0.26671207  0.14655429  0.11806782  0.00527657  0.03691252
  0.12782824 -0.17576654]","['used', 'management', 'stresses', 'understanding', 'hard', 'conference', 'agricultural', 'wish', 'rights', 'department', 'asked', 'wto', 'short', 'direction', 'crisis', 'treaty', 'indicated', 'failed', 'ninth', 'committees']"
spiritual,"[ 0.21238226 -0.12345377  0.00036842 -0.13019793  0.16152051 -0.09748346
  0.15949862  0.05714751  0.13055508 -0.09170564  0.05939008 -0.0158679
  0.06177348  0.01605448  0.01561336 -0.1484988  -0.10951574  0.04151417
  0.00670179 -0.00379831  0.23927972  0.04681579 -0.22642739  0.06708272
 -0.20128667 -0.01318359  0.28222147  0.06465919  0.04909414  0.10180202
 -0.09356396 -0.01339326  0.08953519 -0.13458487  0.14441285  0.03736292
  0.13730142  0.02027386  0.21088101 -0.03205585  0.15879641  0.12720995
 -0.21201701  0.00563609  0.05212017  0.27962333 -0.06581386  0.02705208
 -0.05954157 -0.10388869]","['talks', 'failed', 'zhang', 'opening', 'peace', 'parties', 'allowed', 'rapidly', 'jintao', 'economic', 'member', 'shanghai', 'positive', 'current', 'goal', 'hand', 'struggle', 'principle', 'lu', 'progress']"
vigorously,"[-0.0399628  -0.20528677 -0.21236312  0.27892753 -0.23809035 -0.4399953
  0.12773244 -0.00249253  0.12766391 -0.02982676 -0.00598504  0.15159044
  0.1934381  -0.36731094  0.16925323  0.20457035 -0.02174785 -0.20234713
 -0.3475369  -0.08478696  0.00068577  0.0569948   0.14497988  0.10531028
 -0.32988802 -0.01952994  0.33155152  0.23587938 -0.37107134 -0.32034174
  0.03083004  0.04846188 -0.01987367 -0.3733975  -0.16979153 -0.11182217
  0.05706865  0.00138503 -0.21044803 -0.01250282  0.362192   -0.1699029
  0.10943063  0.05224992  0.056469   -0.14323398 -0.3316604  -0.16019003
 -0.00092791 -0.00793425]","['xiaoping', 'modernization', 'science', 'results', 'action', 'improvement', 'close', 'stressed', 'wto', 'qian', 'overall', 'making', 'task', 'improve', 'socialist', 'civil', 'information', 'technical', 'methods', 'meet']"
find,"[ 0.06167944 -0.23153679  0.15807557 -0.0248     -0.21381928  0.20985693
  0.07941926 -0.01945714  0.20003262 -0.19530174 -0.12191686  0.05774362
  0.12479906  0.07385413 -0.21690507 -0.09284046  0.0534374  -0.11555142
  0.0527279   0.20322286 -0.26729232  0.09098892  0.24366654  0.35590637
  0.15497395  0.18024673 -0.0781903  -0.12988962 -0.13943873 -0.06193109
 -0.0844794   0.08415309 -0.10141367 -0.17563301 -0.10078433  0.26231098
  0.21136525 -0.08670533 -0.11290579 -0.06817877  0.21529274 -0.03496567
 -0.02280177 -0.01531457 -0.13676144 -0.29899615 -0.12486076  0.09445125
 -0.096158   -0.15038879]","['best', 'pressure', 'beginning', 'inspection', 'failed', 'speed', 'dialogue', 'plan', 'negotiations', 'later', 'cpc', 'modernization', 'talks', 'far', 'socialist', 'clear', 'nuclear', 'theory', 'successful', 'launched']"
