单词,词向量,近似top20
jiang,"[-0.53592217  0.74332535 -0.09502164  0.18423592  0.3338803  -0.4106141
 -0.3634785  -0.23204394  0.5683714  -0.3576346  -0.02323599 -0.31930348
  0.26903993  0.05211997 -0.4297862   0.17085916 -0.603057    0.2977452
  0.27545196 -0.0278587   0.141898    0.4376857  -0.5647291   0.5170529
  0.18135498 -0.5968197   0.07390188 -0.17501304  0.00548311  0.63984853
 -0.46582752 -0.11151493  0.12629007 -0.5339103   0.38274494  0.47497207
 -0.0468359   0.49851644 -0.39531037  0.61663866 -0.49839684 -0.33245358
 -0.48675656  0.44628966 -0.19081028 -0.16829662  0.471948    0.4335792
 -0.32637292  0.09039852]","['prosperity', 'joint', 'rongji', 'necessary', 'billion', 'allowed', 'cppcc', 'outstanding', 'repeatedly', 'press', 'attention', 'organized', 'electronic', 'services', 'leader', 'progress', 'great', 'become', 'signed', 'circles']"
made,"[ 1.24402151e-01 -1.04424864e-01  6.53002560e-02  2.48956934e-01
  6.77990988e-02  4.57748063e-02  1.05743676e-01  1.17542542e-04
 -1.68776587e-01  1.66266620e-01 -1.93942955e-03  2.10949909e-02
  2.99133420e-01  1.20458856e-01 -4.69822809e-02 -1.44402847e-01
 -2.30231397e-02  1.27246574e-01  3.29994895e-02  1.58694178e-01
  1.04422987e-01 -3.70456688e-02  1.68126255e-01 -4.33728322e-02
 -2.26846859e-01  1.02188131e-02 -2.76844972e-03 -1.16514683e-01
 -7.27912337e-02 -1.33743986e-01 -2.31477499e-01  3.20899218e-01
  1.32545486e-01 -9.21111330e-02 -1.20359816e-01 -1.02457382e-01
  1.63790241e-01 -9.33046043e-02  1.93371609e-01  6.67206943e-03
 -1.18488990e-01  1.46550104e-01  1.14430390e-01 -1.74487121e-02
 -1.11044437e-01  1.65544331e-01  5.58242667e-04  1.28281355e-01
  2.51810923e-02 -2.82364916e-02]","['effectively', 'arrived', 'nuclear', 'practice', 'done', 'kind', 'corruption', 'department', 'much', 'environment', 'later', 'allround', 'hoped', 'vice', 'therefore', 'exchange', 'remarks', 'onechina', 'close', 'stresses']"
system,"[ 0.02051163 -0.05544128 -0.01484639  0.05392348 -0.18662933 -0.15092811
 -0.08739333  0.05023836  0.00234476 -0.06016378  0.00616172  0.17809908
 -0.14108485 -0.02019832  0.08296359 -0.03880211  0.02077745  0.0604331
  0.04676239 -0.0424866   0.07832567 -0.10027307 -0.0453969  -0.11687468
  0.03362296  0.14823548 -0.03677383  0.063484    0.0162318   0.00360532
 -0.0037902  -0.0946085  -0.01825228 -0.05521796 -0.03900755  0.0887489
 -0.05885445  0.00197642  0.00681442 -0.06315833 -0.04617709 -0.04986411
  0.14511187 -0.00574739  0.03786876 -0.0669866  -0.02120908 -0.08508685
  0.0036833   0.07702859]","['defense', 'political', 'person', 'historical', 'early', 'adopt', 'build', 'natural', 'failed', 'workers', 'positive', 'resources', 'dialogue', 'open', 'prospects', 'beginning', 'japanese', 'promote', 'province', 'wei']"
foreign,"[ 0.19420388 -0.09276225 -0.06642108 -0.5047573   0.43041766  0.1568945
  0.3712978  -0.27482438  0.06874674 -0.32235906  0.33770323 -0.21872453
  0.2909178   0.35990244 -0.31422356  0.38324612  0.23399651 -0.42489058
 -0.29024914 -0.0428193  -0.03771836 -0.33840907 -0.01290375 -0.08838145
  0.53195685  0.19510753  0.32860893 -0.05229957 -0.23910277  0.26727888
 -0.16017853 -0.13353449 -0.22231096 -0.14870508  0.39087826 -0.25631598
 -0.16302633  0.19512828 -0.3231682  -0.1832532   0.39757654 -0.21641652
 -0.03993115 -0.56038326 -0.21782425  0.7711486  -0.20226285 -0.31996357
  0.02727409 -0.08124256]","['american', 'join', 'series', 'opinions', 'nations', 'longterm', 'along', 'concerned', 'must', 'yet', 'low', 'step', 'dprk', 'wars', 'competition', 'commission', 'protect', 'european', 'left', 'short']"
three,"[ 0.65527093 -0.21471737  0.4116249   0.73831576  0.07018922 -0.20765659
  0.22975436  0.08016191 -0.4927701   0.05844124 -0.49899513  0.29132596
  0.651211   -0.3537407   0.3507957  -0.5397419   0.05379204  0.5961946
 -0.20012705 -0.22129957  0.49302736  0.3540814   0.55763084  0.36184788
 -0.50940335  0.3804996  -0.5211551  -0.27881315 -0.02167451 -0.04531926
  0.07646045  0.47886223  0.4215563  -0.45462304 -0.5022954  -0.36777857
  0.9874861  -0.48370796  0.07988895  0.09408433 -0.10278173  0.32972363
  0.4679444   0.04021579  0.01338065  0.01016524 -0.1325073   0.7848924
  0.06435622 -0.16606952]","['planning', 'following', 'hongzhi', 'nature', 'ever', 'contacts', 'territory', 'according', 'jiang', 'sense', 'police', 'practical', 'start', 'help', 'million', 'spiritual', 'military', 'received', 'direct', 'recent']"
political,"[-0.05989063  0.09352119 -0.29927993 -0.2188466   0.20916209  0.08733878
 -0.14890373 -0.1841919   0.14189865 -0.48066965  0.02902142  0.02383973
  0.17390609 -0.17362776 -0.28878406  0.13800052  0.09820726 -0.12200923
 -0.35893312 -0.32759476 -0.19316271 -0.07546131 -0.39625412  0.15968682
  0.2678473  -0.04528124 -0.09162615  0.15382224  0.06987022  0.01975319
 -0.02508138 -0.19260198 -0.00766666 -0.26785323  0.00060487 -0.14911471
  0.08983822 -0.03993983 -0.04987061  0.09977839  0.24044804 -0.2501079
 -0.00178038 -0.53969467 -0.02933015 -0.03883453 -0.06704451  0.01344747
  0.25825214  0.59535563]","['increase', 'support', 'nations', 'units', 'administrative', 'opposition', 'conduct', 'day', 'jiaxuan', 'wishes', 'zhang', 'series', 'zhu', 'toward', 'plane', 'form', 'really', 'criminal', 'university', 'regions']"
time,"[-0.08616312 -0.22112568 -0.1255193   0.06379075 -0.21402049 -0.08590803
 -0.1994845   0.08761232 -0.10392916 -0.02956873  0.16120085  0.200018
 -0.15893239  0.05047874  0.08652414 -0.08002679 -0.0996674  -0.042644
  0.15613699 -0.06856501  0.04495416  0.15242252  0.02639888  0.01043221
  0.08641491  0.05357471 -0.04650555 -0.04516447  0.0223143  -0.02588509
 -0.01239271 -0.08673352  0.03089727 -0.01408611  0.02470009  0.00624942
  0.01373294  0.02742728  0.08508232  0.09335789 -0.07204589 -0.07237006
 -0.03169683  0.01017324  0.13798273  0.01958937  0.07835     0.03108775
 -0.0507363  -0.07534224]","['made', 'workers', 'look', 'korea', 'defense', 'resources', 'hard', 'positive', 'job', 'high', 'view', 'efforts', 'rule', 'historical', 'due', 'industries', 'stressed', 'get', 'israel', 'japanese']"
president,"[-0.93330085 -0.18551233 -0.18243603 -0.07471942  0.07631855 -0.03086545
 -0.5843649   0.343077    0.51543796  0.2081914   0.40285662  0.03242409
  0.54760337  0.53101784 -0.3352774   0.20728225 -0.11460834 -0.01838178
  0.80479133 -0.3174862  -0.02326538  0.21106674 -0.28282762 -0.30486256
  0.11368999 -0.34517813  0.05957405 -0.21973777  0.51040864  0.59793556
 -0.45527676  0.18568029  0.60241246  0.05013714  0.40884432  0.18547942
  0.03132632  0.65855    -0.4842183   0.5836151  -0.23751971 -0.33306283
 -0.5288732   0.668217   -0.30376813 -0.14020403  0.5217986  -0.356401
  0.03052756 -0.2150676 ]","['prosperity', 'repeatedly', 'rongji', 'links', 'way', 'circles', 'never', 'great', 'manner', 'president', 'visited', 'billion', 'project', 'court', 'provide', 'common', 'regarding', 'progress', '12', 'electronic']"
meeting,"[ 0.02967099  0.10796359  0.09603385  0.09222283  0.04224632 -0.10037876
 -0.3123214   0.12107209  0.14121336  0.2578577   0.04568402  0.06148547
  0.05143114  0.12892856 -0.34298602  0.10057086 -0.24310851 -0.01162563
  0.15265018 -0.19444896  0.09542077  0.17475799  0.0278045  -0.22201337
  0.09532128 -0.1411296  -0.05175175 -0.15003015  0.08016102  0.18597788
 -0.18955936  0.24795227  0.14112127 -0.00284968  0.00121033  0.13918677
 -0.02306782  0.10353027  0.1581986   0.24356472 -0.12470015 -0.01585627
  0.00771655  0.19956997 -0.03236274  0.03532355  0.467339   -0.16123658
  0.06180096 -0.03142522]","['laws', 'late', 'progress', 'difficult', 'understand', 'august', 'korea', 'next', 'opportunities', 'last', 'question', 'relationship', 'make', 'cult', 'shanghai', 'discussion', 'province', 'resources', 'ninth', 'lu']"
great,"[ 0.04340041  0.45394707 -0.21524292  0.5065906   0.20708515  0.25490522
 -0.07072002  0.37798932 -0.05634696 -0.33659148 -0.14521731 -0.23230405
 -0.13931632 -0.62585425  0.01065353 -0.34988585 -0.1615491   0.34746808
 -0.32665592  0.23228826 -0.31709108  0.04516045  0.44894752  0.04010643
 -0.41478068 -0.02106103 -0.31871688  0.41225436 -0.28829005 -0.5811876
  0.14526299 -0.34387615 -0.0868025  -0.13776766  0.15244782 -0.11963425
 -0.01220551 -0.3462689  -0.06337696 -0.00147401 -0.14376934 -0.18981504
  0.13037208 -0.24004203 -0.07653523 -0.18896805 -0.21605462  0.3457015
 -0.22095779 -0.17186031]","['favorable', 'hope', 'britain', 'facing', 'xinhua', 'turn', 'cooperation', 'internet', 'amount', 'direct', 'received', 'stance', 'qian', 'expressed', 'indicated', 'significance', 'saying', 'largescale', 'activities', 'handle']"
visit,"[-0.16734642  0.21928917 -0.40194356 -0.21139866  0.03738554  0.19143097
  0.04641126 -0.1540426   0.24146777  0.05658313  0.38599354 -0.02350311
  0.41299403  0.2956019  -0.17617378  0.03291053 -0.41593632 -0.22628468
  0.23937848  0.07265154 -0.14177872  0.21142444 -0.4367829  -0.0229261
  0.3131207  -0.22014919 -0.00519857 -0.07327531 -0.10703249  0.16299787
 -0.24601702  0.07568948  0.12101978  0.3806219  -0.08157167  0.01515411
 -0.26962256  0.06217377 -0.2471354   0.24763528 -0.34326315 -0.29334465
 -0.39880556  0.46294805  0.02739329  0.10963093  0.39611816  0.06354029
 -0.30675143 -0.27973655]","['circles', 'repeatedly', 'project', 'allowed', 'especially', 'able', 'work', 'command', 'responsibility', 'deeply', 'basis', 'let', 'real', 'addition', 'korean', 'minister', 'economic', 'says', 'shows', 'peninsula']"
first,"[-0.06740309 -0.03118323  0.04489182  0.0461884  -0.03356979  0.05307111
 -0.06595106  0.01852426  0.11800697 -0.20332325  0.20027275 -0.03241957
  0.11507832  0.28616178  0.06910615 -0.08184256 -0.10246006  0.24690996
 -0.1027116  -0.00736007  0.02686594  0.03981069  0.19740279  0.00733341
  0.12195043  0.17241465  0.02396317 -0.09533736  0.01662262 -0.04564381
  0.02471109  0.06782936  0.08466387 -0.11502942 -0.17776711  0.20864724
 -0.26728895 -0.1695626  -0.02234076 -0.16985086 -0.29544532 -0.20423874
 -0.23856165  0.15188527  0.15375957  0.12475295  0.19572353  0.12620409
 -0.04372611  0.11360232]","['article', 'reunification', 'tenghui', 'country', 'continued', 'historical', 'responsible', 'old', 'addition', 'next', 'beneficial', 'guarantee', 'rate', 'conditions', 'industries', 'structure', 'stressed', 'thought', 'push', 'agricultural']"
issue,"[ 0.01063067  0.25248283 -0.02519287  0.06733571  0.0401882   0.03580757
 -0.0548234   0.02954511 -0.17789638  0.07824727 -0.02911693 -0.0888842
 -0.17438379 -0.08188999 -0.03273421  0.06416209 -0.01880732 -0.01453255
  0.09265566  0.01925008 -0.26078957  0.18254402  0.06650365 -0.00354943
 -0.06246012 -0.06427503 -0.02532179  0.07235166 -0.00349313  0.08177555
  0.05121036  0.11781922 -0.04084202  0.05395898 -0.04740164  0.06183356
  0.05183936  0.00102736  0.02710626  0.25782967 -0.26479092  0.02382812
  0.05758462  0.06723031 -0.04611537 -0.05654618  0.02828191  0.08115678
 -0.07199088  0.00308457]","['shanghai', 'talks', 'dialogue', 'province', 'israel', 'members', 'antichina', 'positive', 'global', 'high', 'amount', 'failed', 'better', 'anniversary', 'integrity', 'hand', 'peace', 'resources', 'zemin', 'full']"
policy,"[-0.12929268  0.2885909   0.09283549  0.00960486 -0.16975555  0.08777235
  0.26772898  0.15645091 -0.01239525  0.17288224 -0.03683971  0.14754035
  0.07226337 -0.07010219 -0.03856331 -0.19710872 -0.1728679   0.17660524
  0.14366841  0.04905422 -0.15168956  0.3175871  -0.00767723 -0.1682759
  0.08321879 -0.06103554 -0.01405208  0.04081982  0.02422558 -0.02108013
  0.0074617   0.12150813 -0.0235464   0.21300307  0.18116626 -0.10935368
 -0.04139532  0.01444999  0.19283028  0.16909376 -0.01863442  0.08498834
  0.05478005 -0.10691176  0.02559709 -0.27689648 -0.14356755 -0.06954339
  0.02345132  0.04733358]","['high', 'dialogue', 'seriously', 'missile', 'effort', 'outside', 'keep', 'ways', 'funds', 'province', 'human', 'war', 'workers', 'peace', 'building', 'shanghai', 'anniversary', 'hightech', 'first', 'rapidly']"
security,"[ 0.27961546  0.2710926  -0.04515753  0.09511952  0.27652603 -0.19197495
  0.00805254 -0.0240155  -0.22784604 -0.38352057  0.06089648 -0.14399599
  0.21541764 -0.2061966  -0.07793813 -0.06638964  0.07229231  0.13566001
  0.03776373 -0.4512901  -0.03748695 -0.05366209 -0.14882508 -0.09541464
  0.14848965 -0.13241613 -0.12349787  0.25378624 -0.08280452  0.01187996
 -0.15993513  0.13331772 -0.11356795 -0.1021381   0.02228388 -0.045261
  0.1058358  -0.00145402  0.00314428  0.08525147 -0.31658468 -0.03092509
 -0.01993944 -0.00994918 -0.25322688  0.18140802 -0.07348479 -0.05835093
  0.07138362  0.30004647]","['world', 'foundation', 'zhu', 'stresses', 'fields', 'toward', 'nuclear', 'regard', 'chen', 'moment', 'wishes', 'regional', 'support', 'rural', 'big', 'history', 'enemy', 'natural', 'kind', 'talks']"
li,"[-0.05289819 -0.3611525   0.15515795  0.54045796 -0.2392543  -0.7341349
  0.16215056  0.82029414 -0.37543303  0.22828998 -0.32871386  0.34917316
 -0.50943315 -0.55268073  0.7886282  -0.52247226  0.2200595   0.71894497
  0.40801293 -0.5787157   0.2636593   0.1441021   0.7301389  -0.5848474
 -0.7060736   0.33622164 -0.67948705  0.24554104  0.88640314 -0.03741242
  0.05632084  0.23587047  0.42052057  0.53086823 -0.11926218  0.16989613
  0.4746372  -0.18205231  0.6586007  -0.37029007  0.28856272  0.5714204
  0.3558034   0.19629827  0.17531662  0.10144816  0.08925786 -0.24287029
  0.35267344 -0.2750823 ]","['recent', 'sovereignty', 'export', 'idea', 'masses', 'nation', 'exercise', 'strategy', 'media', 'yuan', 'concerning', 'sinous', 'pressure', 'actively', 'lot', 'police', 'attaches', 'plan', 'called', 'implemented']"
make,"[ 0.30661878 -0.20708387  0.12502442  0.2715728   0.13801464 -0.00823903
  0.03183794 -0.01230005 -0.21015999  0.5411403  -0.09782787  0.06113404
 -0.10363123  0.15110224 -0.23147206 -0.0507589  -0.00553295 -0.07216896
 -0.07669708  0.09451409  0.03440022  0.02579354  0.4249831  -0.21012422
 -0.14388333  0.11317127 -0.0412135  -0.0454021   0.01315683 -0.34029454
 -0.04418035  0.13105448 -0.10776253 -0.13277015 -0.15498705 -0.28311625
  0.1609149  -0.37351975  0.10660505  0.05076587  0.08293516  0.25922984
  0.15441453  0.04336882  0.08208463  0.5545818  -0.00451072 -0.1773301
  0.07380717 -0.18332201]","['practice', 'paper', 'jiang', 'uphold', 'comprehensive', 'taking', 'clear', 'network', 'exchange', 'start', 'effectively', 'later', 'allround', 'question', 'treaty', 'friendship', 'currently', 'spirit', 'society', 'adopt']"
zemin,"[-0.14562824  0.07384048 -0.10603342  0.16808333 -0.07420368 -0.12300711
  0.01032372  0.03071173  0.09084538  0.01678528  0.08648069 -0.03032921
  0.08359044  0.01285106 -0.03379896 -0.06928673 -0.09259044  0.02857327
  0.24072023 -0.21618842  0.08726555  0.09886119 -0.08727852  0.14287335
 -0.18889527 -0.04636789 -0.04849466 -0.14903963 -0.06202391  0.17828017
 -0.02170067  0.15863085  0.12040412  0.01997416 -0.08378993  0.13048385
  0.181785    0.00076304  0.06387095  0.11768314 -0.06803627  0.11418058
 -0.16381994  0.27175507  0.03782595 -0.02826189  0.28667217  0.07427692
  0.07005381 -0.18339576]","['last', 'vice', 'shanghai', 'hard', 'management', 'august', 'diplomatic', 'resources', 'duty', 'province', 'basis', 'historical', 'member', 'opportunities', 'economy', 'members', 'drive', 'rate', 'failed', 'advance']"
situation,"[ 0.03530909  0.08228528 -0.0133157  -0.13382103 -0.04628867  0.1347515
 -0.21927902 -0.037379    0.02272821  0.02622398  0.0890948   0.10624231
  0.01533623 -0.01205329  0.03993385  0.05138528 -0.08969678 -0.09409337
  0.00445397  0.11382793 -0.1269023   0.05413694  0.03247238  0.07076029
  0.17853965 -0.11110608  0.09057863  0.00812523 -0.01871821  0.03812598
  0.16082245  0.08348127 -0.02930493 -0.02265326 -0.09532306 -0.23500095
 -0.1393247  -0.07291587 -0.03756182  0.06971552 -0.03683991  0.01770157
  0.00971785 -0.03969269 -0.02119447 -0.07249021  0.00472769  0.07406192
 -0.17994997 -0.03872078]","['addition', 'stressed', 'peace', 'science', 'percent', 'building', 'global', 'rule', 'high', 'workers', 'conditions', 'possible', 'using', 'strengthening', 'dialogue', 'reunification', 'resources', 'human', 'positive', 'antichina']"
however,"[-0.11878042 -0.14663939 -0.20050941 -0.10246009  0.02050188  0.0901516
  0.06088774  0.06343421 -0.1015043   0.20088463 -0.04665714 -0.04930469
  0.00415002  0.01096213  0.16748595 -0.06870116  0.10924182  0.04555609
  0.21346502 -0.07255843  0.04082114 -0.10821304 -0.06900737 -0.14918987
 -0.08861779 -0.04709105  0.00718159  0.03496153  0.09409048  0.09103817
  0.07132539  0.02162004 -0.05017878  0.16627985  0.1895648  -0.04344534
 -0.12472553  0.06155285  0.03802776 -0.07040922  0.14296417  0.05785159
 -0.04478557  0.01757338  0.08511733 -0.17258133 -0.1129303  -0.07407297
 -0.01102948  0.00718121]","['kinds', 'establish', 'threat', 'bush', 'failed', 'community', 'onechina', 'members', 'open', 'job', 'laid', 'guidance', 'defense', 'high', 'constitution', 'get', 'marxism', 'contributions', 'nearly', 'dialogue']"
trade,"[ 1.54824793e-01  2.13998646e-01  8.85219499e-02  4.96209078e-02
 -1.95118152e-02  2.65402865e-04  8.30883235e-02 -7.66096041e-02
  2.38823555e-02 -3.46681088e-01  1.53475538e-01 -1.14662498e-01
 -5.50911650e-02  1.32751875e-02 -2.04745620e-01  2.71811783e-01
  8.14968348e-02 -3.86284366e-02  1.00348830e-01 -2.55521964e-02
 -8.68348107e-02 -1.08446814e-01 -9.04333815e-02  2.91784018e-01
  1.36790490e-02 -2.15214923e-01  1.63818792e-01  1.34688959e-01
 -1.69181257e-01  4.70610783e-02  1.52944222e-01 -3.31902772e-01
 -1.60238698e-01 -1.62449703e-01  1.62473395e-01  4.59959686e-01
  2.77012167e-03  3.29651088e-01  3.24758440e-02  2.27678847e-02
 -4.20791171e-02 -1.72667280e-01 -6.02636635e-02  2.74856556e-02
 -2.73477733e-01 -3.95998657e-02  1.55704379e-01  1.83284447e-01
  4.89690527e-02  1.04339615e-01]","['3', 'parties', 'readjustment', 'sides', 'antichina', 'could', 'committees', 'action', 'ability', 'hand', 'accept', 'europe', 'dialogue', 'legal', 'fields', 'allowed', 'failed', 'small', 'historical', 'things']"
social,"[ 0.4779989  -0.21340834 -0.16105977 -0.165379    0.39403313  0.1213601
  0.13531676  0.02235598 -0.5853082   0.01575834 -0.09801856  0.16224736
  0.5811602  -0.05631525 -0.5382973   0.18758455  0.30442968 -0.38320017
 -0.53489935 -0.27822986 -0.05780953 -0.41179144 -0.40362817  0.10872488
 -0.13283841 -0.19445404  0.10892989  0.00758231 -0.22516835 -0.2572961
 -0.03968455 -0.05759681 -0.14127316 -0.42529646  0.24569745 -0.51683635
  0.15595894 -0.06318039  0.05417958 -0.15009598  0.1286067  -0.10725024
  0.01693569 -0.79473406 -0.1399478   0.21161221 -0.03445244 -0.09221327
  0.07128446  0.5898764 ]","['increase', 'series', 'along', 'nations', 'benefit', 'plane', 'reforms', 'macao', 'three', 'western', 'administrative', 'protect', 'like', 'grand', 'qichen', 'given', 'comprehensive', 'public', 'opinions', 'day']"
