单词,词向量,近似top20 
students,"[-3.29764411e-02  3.79235566e-01  1.66222960e-01  2.51902826e-02
  6.33981451e-02 -5.86813278e-02  1.06241927e-01  4.70347367e-02
  3.20097723e-04  2.21867114e-01 -1.33774891e-01  1.86219886e-01
 -6.35960922e-02 -7.45517835e-02 -8.51482004e-02 -5.13500301e-03
 -6.52076527e-02  1.14760034e-01 -5.18135615e-02 -6.02919050e-02
 -2.27216497e-01  1.39294818e-01 -1.30922854e-01 -1.21940859e-01
 -4.90258867e-03  8.68200511e-02 -5.48495874e-02  2.94400789e-02
  1.29637331e-01 -8.34275186e-02 -7.67681301e-02  1.59291923e-01
  1.15278587e-02  2.04044245e-02 -9.18707699e-02 -6.96808994e-02
 -1.73952058e-01 -4.58687395e-02 -8.29451010e-02 -1.26135424e-01
 -5.25069050e-02 -2.97048613e-02  4.73261252e-02  4.34757471e-02
  1.23624273e-01 -3.32260393e-02  5.02634123e-02  2.72404291e-02
  1.12418793e-02  1.56537399e-01]","['committee', 'province', 'anniversary', 'improvement', 'toward', 'process', 'words', 'build', 'funds', 'understanding', 'workers', 'effort', 'big', 'dialogue', 'spirit', 'contributions', 'defense', 'shall', 'question', 'first']"
statement,"[-0.17349328  0.3634873  -0.26960516  0.23312354  0.02290862 -0.0245283
  0.17771327  0.33042875  0.07256858 -0.17783982  0.0516669  -0.14452676
 -0.151704   -0.23204817 -0.00749154 -0.18815304 -0.22249696  0.21403416
  0.2710253  -0.09805825 -0.21737093  0.26560375  0.11114182 -0.20873165
 -0.2998798   0.06095042 -0.24802892  0.18676634  0.07073325  0.19060014
  0.05306228  0.12295645  0.04864075  0.23327196  0.45263132  0.13354543
 -0.03318531  0.1466993  -0.14057983  0.06711277 -0.02103424  0.01715514
  0.02481745  0.20916332  0.03390963 -0.08018665 -0.00978868 -0.02005159
 -0.03973336 -0.32072142]","['cadres', 'keep', 'handle', 'rapidly', 'guiding', 'together', 'seek', 'matter', 'missile', 'production', 'effort', 'july', 'duty', 'members', 'think', 'reform', 'deputies', 'amount', 'maintain', 'delegation']"
behind,"[ 0.30473003  0.14444382  0.14781249  0.38112321  0.06569627 -0.05157435
  0.13230966  0.00608625  0.04246712 -0.25216222 -0.06187329 -0.2239463
  0.05654858 -0.12100905 -0.19943796 -0.0449796  -0.1228785   0.03833923
 -0.13919766  0.00421867  0.0236335  -0.0016107   0.30773818  0.02140587
 -0.028923   -0.10193201 -0.15788126 -0.11347894 -0.15795797  0.01232734
 -0.06362957 -0.13921292  0.11798634 -0.26304552  0.04705678 -0.01783984
  0.19442406  0.11010911 -0.10721595  0.03940012 -0.06576879 -0.06719655
  0.0946962  -0.03512811 -0.22101234  0.24636605  0.02833432  0.1198745
 -0.18366285 -0.18181203]","['every', 'moment', 'could', 'enemy', 'committees', 'nuclear', 'history', 'theory', 'sea', 'hand', 'views', 'natural', 'judicial', 'regard', 'institutions', 'began', 'remarks', 'scale', 'antichina', 'task']"
led,"[-0.29098964 -0.17442393 -0.05152638 -0.10948404 -0.09222543 -0.25032023
 -0.01622437 -0.18885586  0.2509647   0.07352262 -0.13466123 -0.13895866
  0.26658565  0.11620529  0.31834567 -0.09194449  0.02522525  0.12308334
  0.13155936 -0.23616193  0.27652323 -0.16835536 -0.30828142 -0.0573327
 -0.05500712 -0.00049893  0.12494925 -0.14092818  0.28849077  0.10811941
 -0.14631318  0.08205699  0.18157688 -0.01481478  0.06217979  0.36921203
 -0.16728763  0.17901267 -0.04858687 -0.12325428  0.15937325  0.08326638
 -0.21566197  0.03829802  0.09011947 -0.08348661  0.13401885 -0.17617379
  0.09895533  0.01000812]","['training', 'family', 'kinds', 'contributions', 'service', 'office', 'socalled', 'community', 'rate', 'wish', 'links', 'guidance', 'highlevel', 'relevant', 'continually', 'situation', 'morning', 'space', 'protecting', 'historical']"
afternoon,"[-0.14301395 -0.01693782 -0.05849551 -0.02963458 -0.24533746 -0.02073174
 -0.13171974  0.11683443  0.20801184  0.10296001 -0.05271493 -0.20883587
 -0.03806102 -0.01105069  0.0251741   0.07172428 -0.04177706  0.14528927
  0.3557539  -0.09591497  0.08694195  0.12197513  0.11966604 -0.19777694
 -0.22418138 -0.14250024  0.01405451 -0.03042138  0.24634124  0.12681273
  0.14766836 -0.03585005  0.0445615   0.12862445  0.18041365  0.35082608
 -0.28494608  0.1959742   0.25181192  0.06179539 -0.05128307  0.05346116
 -0.3094642   0.21059032 -0.06934148 -0.2254372   0.3799443   0.10356878
  0.10265503  0.01130877]","['within', 'says', 'duty', 'historical', 'last', 'land', '2000', 'contributions', 'service', 'guiding', 'push', 'members', 'shanghai', 'community', 'electronic', 'rate', 'failed', 'make', 'deputies', 'comrade']"
beneficial,"[-0.02831465  0.1807264  -0.17062074  0.03437778  0.1676997   0.30883223
 -0.21545291 -0.00477747  0.059652   -0.25317514  0.23401052 -0.22232522
 -0.13926199 -0.08947237 -0.17228676  0.05213775 -0.18454131 -0.09284297
 -0.06078116  0.42801306 -0.11295644 -0.16576378  0.27989736  0.30011624
  0.18866393 -0.17658773  0.05762561  0.08293566 -0.42723358  0.04936706
  0.10106129 -0.15774466 -0.16332744 -0.1482333   0.26386034 -0.02423595
 -0.00226858  0.11250267 -0.05385421  0.22224824 -0.04589326 -0.19293763
 -0.00159466 -0.14999695 -0.01156719 -0.10031604 -0.06841528  0.22616611
 -0.41557467 -0.19402435]","['certainly', 'hand', '3', 'necessary', 'scale', 'minister', 'science', 'carry', 'caused', 'unity', 'left', 'zhang', 'better', 'sectors', 'joint', 'shuibian', 'zemin', 'industrial', 'mechanism', 'interests']"
assistance,"[-6.93745539e-02  1.65087342e-01  1.05493464e-01  8.90388116e-02
 -1.22743119e-02  1.19138723e-02  2.19677371e-04 -1.45092741e-01
  4.16958071e-02  2.24934723e-02  7.15405717e-02 -4.01059128e-02
 -6.86240792e-02  6.59491643e-02  5.89130186e-02  1.09197915e-01
 -1.25954570e-02  2.17830185e-02 -4.81191501e-02  9.05701369e-02
 -5.44769429e-02  1.63862735e-01 -1.24755688e-01  2.54205078e-01
 -9.57622156e-02  1.05107889e-01  2.31322885e-01 -1.42297119e-01
 -5.20780720e-02  1.05533697e-01  3.58797126e-02  3.50626279e-03
  1.49545282e-01 -1.11849852e-01 -1.88453317e-01  2.04455271e-01
 -3.82663459e-02  1.81322843e-01 -4.09178101e-02 -1.17854387e-01
 -2.23430812e-01 -1.01216502e-01 -1.13371335e-01  6.01812787e-02
  1.69078767e-01  3.42907831e-02  1.25225469e-01  1.92518994e-01
 -8.86939093e-02 -1.23591818e-01]","['structure', 'tenghui', 'vice', 'build', 'workers', 'theory', 'systems', 'guarantee', 'used', 'antichina', 'information', 'exchanges', 'better', 'rate', 'members', 'traditional', 'reason', 'responsible', 'nuclear', 'resources']"
protect,"[-0.00384174 -0.22889923  0.13630572 -0.26293766 -0.14760308  0.03544116
 -0.11533912 -0.1538457   0.00119517  0.03139109  0.0636057   0.26191005
 -0.4006946  -0.00743503  0.21107356  0.14267612  0.3258384  -0.23701052
 -0.10821445  0.13011211  0.09263527  0.04520693 -0.10514627  0.34608546
  0.2217211   0.10983172  0.18685386 -0.09420019  0.04425056 -0.06477511
  0.42142743 -0.26911473 -0.07069982 -0.07614851 -0.1414012   0.08222377
 -0.02118547 -0.07265805  0.172704   -0.18012974  0.1896604  -0.05016716
  0.02940477 -0.15762863  0.3490165  -0.15217982 -0.0784737  -0.0153456
  0.1270717   0.27173758]","['council', 'create', 'difficulties', 'impact', 'safeguarding', 'direction', '2', 'conduct', 'opposition', 'shall', 'policies', 'parties', 'fine', 'hopes', 'propaganda', 'operation', 'build', 'resolutely', 'rok', 'made']"
natural,"[ 0.12594798  0.00069042 -0.01081013  0.0558834   0.3644217  -0.03056238
  0.08807635 -0.25697175 -0.03194148 -0.08130924  0.04697915 -0.12287994
  0.16390698 -0.08223837 -0.1017218   0.02471134  0.08646623 -0.07568341
 -0.18211551 -0.12817124  0.05255967 -0.35328066 -0.21316828 -0.05055666
  0.23007216 -0.08014677 -0.04464676  0.02943443 -0.09765375 -0.2961781
 -0.08099028 -0.13185997  0.00750589 -0.0752684   0.07073461 -0.03265757
 -0.09390679 -0.11966273  0.3589655  -0.2045859   0.17475663  0.13199522
  0.05813624 -0.227725   -0.00960854  0.2957922  -0.0051962  -0.1569664
  0.01632951  0.1254003 ]","['living', 'deep', 'european', 'elements', 'support', 'kind', 'nations', 'entry', 'speed', 'serve', 'expanding', 'achieved', 'modernization', 'act', 'step', 'leading', 'preparations', 'small', 'stage', 'day']"
income,"[ 0.16305256  0.01948518  0.0818117   0.09987175  0.06371485 -0.03065619
 -0.03522609  0.01179005 -0.06395319  0.00391055 -0.13158712 -0.0430245
 -0.05623885 -0.0647515   0.0111221  -0.04908383  0.10354228 -0.0113765
 -0.05186188  0.02532507  0.00300272 -0.13345908 -0.01719049 -0.04349416
 -0.11555757 -0.10841987 -0.04099533  0.03995153 -0.04940275 -0.01944953
  0.02666908 -0.1025409  -0.08147991 -0.03691267 -0.14213555  0.01029004
 -0.00832488  0.08456559 -0.14812218 -0.01460023 -0.02823317  0.0991637
  0.02509911 -0.09280325 -0.09725556  0.10113025 -0.14284712 -0.11529148
  0.01632789  0.02874981]","['failed', 'gradually', 'antichina', 'onechina', 'defense', 'sea', 'made', 'largescale', 'history', 'resources', 'moment', 'expanding', 'later', 'nuclear', 'task', 'could', 'views', 'improvement', 'develop', 'concerned']"
3,"[ 0.06928184 -0.07935499  0.03826217  0.1128724   0.05292598  0.00050075
 -0.17056471  0.07929269 -0.04925212 -0.1341054   0.07916459 -0.3787331
 -0.0812605  -0.12985826  0.05460817 -0.07483828  0.1986209   0.05368848
  0.02209027  0.01363033  0.13908109 -0.21321175  0.23195682 -0.00860244
 -0.2047826   0.08995317  0.03073965  0.06056087  0.06398487 -0.06631266
  0.10236159 -0.13894181  0.1463049  -0.01768102  0.09062341  0.29294196
 -0.16335465  0.11458183  0.09426211 -0.1881093   0.09078272  0.21653779
 -0.14948419  0.03651633 -0.11657041  0.14541653  0.11108516  0.09708899
 -0.02730655 -0.13630834]","['failed', 'days', 'history', 'kind', 'second', 'position', 'although', 'living', 'population', 'motherland', 'nearly', 'conducted', 'natural', 'gradually', 'service', 'theory', 'historical', 'uphold', 'stateowned', 'members']"
scale,"[ 0.04436494 -0.10005169  0.03405982 -0.01044418  0.05367529  0.0291384
 -0.30336744 -0.07218351 -0.02436873  0.04308521  0.10062671 -0.03764374
 -0.10669448 -0.04737291 -0.08556915  0.19737378  0.03435568 -0.13676806
 -0.03514744  0.1543846  -0.13848002 -0.1346949   0.03114953  0.17609328
  0.06474736 -0.23206383  0.19910853 -0.06705176 -0.19623181  0.03178258
  0.15900533 -0.1517021  -0.09992723 -0.04536265  0.01771821  0.10265196
 -0.01927399  0.19180761  0.01600078  0.09481143 -0.02797614 -0.21547227
  0.00521855 -0.09295176 -0.04724533 -0.09861996  0.05110157  0.02945703
 -0.04298239  0.03371488]","['readjustment', 'demands', 'parties', 'antichina', 'sides', 'zemin', 'hand', 'science', 'side', 'legal', 'reunification', 'percent', 'failed', 'territorial', 'communist', 'positive', 'struggle', 'sound', 'natural', 'projects']"
allround,"[ 0.1748064   0.23759304  0.01409112  0.04079317  0.26352617  0.19642693
  0.12554605 -0.1620381  -0.04626031 -0.02980748  0.02143133 -0.1229304
  0.1838511  -0.10692029 -0.15701675  0.11749186 -0.03695268 -0.0496411
 -0.1451648   0.2472718  -0.04865267 -0.06302591 -0.07654428  0.27573994
 -0.09088781 -0.06854916  0.04557909 -0.16359308 -0.26221532 -0.12117836
 -0.08573794 -0.05659235 -0.1364111  -0.21902779  0.05061594 -0.07276662
  0.14301652 -0.00126469  0.00924939  0.13756077 -0.09373114 -0.09695775
  0.0137767  -0.11964688  0.00785742  0.0582261  -0.03578042  0.29131255
 -0.06099697  0.02896462]","['nuclear', 'regions', 'task', 'antichina', 'act', 'mechanism', 'action', 'investment', 'industrial', 'problems', 'moment', 'shuibian', 'funds', 'better', 'european', 'modernization', 'business', 'agricultural', 'along', 'views']"
done,"[ 0.15365784 -0.21662234 -0.09548857  0.37312686  0.00847046  0.19652937
 -0.00259691 -0.04449539 -0.07325526  0.03696402 -0.03544771 -0.00143968
  0.13896458 -0.02025514 -0.08422855 -0.21656598 -0.01828566  0.04029459
 -0.09602991  0.00276403  0.17935455 -0.183723    0.25633255 -0.09018391
  0.09562843 -0.04727007 -0.17835401 -0.04416356 -0.1004873  -0.11941122
 -0.13063677 -0.06581891  0.01669403 -0.10430402 -0.08146922 -0.32130882
  0.37479913 -0.06899843  0.20139974  0.2622305   0.00679301  0.11970772
  0.12224332 -0.06674811  0.01683938  0.01116378 -0.02729607 -0.02460616
 -0.10650008 -0.04892983]","['onechina', 'jiang', 'network', 'organizations', 'environment', 'provincial', 'speed', 'later', 'close', 'course', 'whole', 'wei', 'present', 'effectively', 'judicial', 'spiritual', 'nuclear', 'clear', 'task', 'practice']"
initiative,"[-0.01852191 -0.08766837  0.01378085  0.1005284   0.18922792  0.04218762
  0.02055475 -0.06313912 -0.01255032  0.11175617 -0.12880555  0.07499971
  0.13894507 -0.0468545  -0.14169551 -0.1993664  -0.06096969  0.3124233
 -0.25555965 -0.09477216  0.12042886 -0.1938603   0.01231083  0.07858957
 -0.22868773  0.02945359 -0.00784871 -0.05842856 -0.02165184 -0.22384214
 -0.11466231  0.2704316   0.04783365 -0.08612152 -0.09858042  0.03387108
  0.32560515 -0.10851408  0.20587654 -0.09052439  0.09788939 -0.01089449
  0.01347727 -0.03813662  0.06174615 -0.12627572  0.00362996  0.06937678
 -0.05571985  0.05474054]","['greater', 'nuclear', 'jiang', 'day', 'adopt', 'units', 'arrived', 'later', 'kind', 'environment', 'moment', 'improvement', 'history', 'two', 'spiritual', 'funds', 'elements', 'realize', 'tenghui', 'community']"
momentum,"[ 2.01454788e-01  2.37077419e-02 -1.37071908e-01 -2.01345682e-01
  1.70848370e-02  2.42021427e-01  1.26992688e-01 -1.83529630e-01
  4.24799472e-02  2.02764366e-02  1.54501190e-02 -3.01027112e-02
  4.13519859e-01 -1.12557478e-01 -4.27809089e-01  6.43712208e-02
  9.25888568e-02 -1.03083730e-01 -1.02315478e-01 -5.02128638e-02
 -9.33002457e-02 -1.80620551e-01 -1.10444479e-01  2.56741166e-01
  1.04656413e-01 -2.13460311e-01  4.31084745e-02  3.40142772e-02
 -3.70190740e-01  6.48788363e-03  7.03063086e-02  4.38561700e-02
 -1.03254646e-01 -2.83043962e-02  1.11592628e-01 -1.00410245e-01
 -1.84406549e-01 -7.41161784e-06  1.46570563e-01  1.32372797e-01
 -8.47833082e-02 -6.68421835e-02 -2.07209229e-01 -3.53206359e-02
  7.85823539e-02 -1.35814160e-01  2.40978733e-01  1.26126245e-01
 -2.28345156e-01  1.59588352e-01]","['ensure', 'rural', 'struggle', 'conditions', 'protection', 'internal', 'scale', 'basic', 'stressed', 'europe', 'addition', 'administrative', 'agricultural', 'shuibian', 'civil', 'percent', 'leadership', 'hopes', 'stresses', 'shows']"
county,"[ 0.07310348 -0.18681782  0.20620692 -0.11303301  0.09370346 -0.33254015
  0.07822908 -0.02664894 -0.00514069 -0.0226884  -0.01004584  0.06740334
  0.28517956 -0.17393796  0.04437269  0.22476083  0.4503805   0.22996454
  0.07139504 -0.44958884  0.16270083  0.10368398  0.02276693  0.1451578
 -0.09195481  0.2834288  -0.23167959 -0.27333194  0.31914428  0.3637836
  0.20418209  0.38002738  0.5131095  -0.17315038 -0.1694877   0.02066585
  0.05185037 -0.04405283 -0.00752259 -0.15637998  0.0872141   0.11477998
  0.07080867 -0.00686025  0.25207534  0.15760353  0.2338113   0.10322645
  0.18332958  0.03867722]","['promoted', 'regional', 'management', 'factors', 'peasants', 'shall', 'powell', 'pressure', 'asian', 'direction', 'sense', 'socalled', 'needs', 'media', '1999', 'training', 'space', 'growth', 'accordance', 'preparations']"
highlevel,"[ 0.04464672  0.28690892 -0.10128402  0.10256343  0.27462828 -0.03489095
 -0.02196105 -0.12733229 -0.04067953 -0.259917   -0.04278738 -0.24397106
  0.14091082 -0.19206448 -0.46154276 -0.08824022 -0.19347718  0.12685329
  0.01823805 -0.17719719  0.19423373 -0.2667724   0.05762772 -0.07868818
 -0.13997342 -0.45171407 -0.15864143  0.20912997 -0.1231091  -0.05676569
 -0.395376   -0.11419117 -0.304034   -0.01418589  0.15448703  0.10967807
  0.1914555   0.13817412  0.2334812   0.2750059   0.01930941  0.09947751
  0.0115609  -0.04644291 -0.33176094  0.13193187  0.3461866  -0.14491975
 -0.08850589  0.05400071]","['strive', 'institutions', 'began', 'regard', 'west', 'hand', 'common', 'policy', 'agriculture', 'expanding', 'korean', 'living', 'august', 'certain', 'arrived', 'moment', 'stresses', 'invitation', 'came', 'dialogue']"
style,"[-0.03901417  0.01701962  0.30548814 -0.12314212 -0.11678301 -0.18419027
  0.05377574 -0.18641926  0.16780089  0.28143552 -0.21702833  0.11863655
  0.03648143 -0.09471016  0.2029431   0.15506832  0.14403145  0.11296419
  0.04811564 -0.0747202   0.14142732 -0.00236767 -0.13436048  0.26843446
 -0.00593488  0.06764107  0.15958403 -0.12746546  0.17649418  0.0279438
 -0.03434488  0.09909582  0.01108021 -0.03487313 -0.14172946  0.10999142
 -0.00579975  0.08315513 -0.02861881 -0.02434521  0.12610853  0.02455881
 -0.05818977 -0.03547082  0.02164848 -0.17002276  0.04188218  0.09284482
  0.31713372  0.2422461 ]","['protecting', 'another', 'space', 'build', 'historic', 'antichina', 'maintained', 'mutual', 'officials', 'promoted', 'overseas', 'needs', 'family', 'diplomatic', 'investment', 'wish', 'early', 'safeguarding', 'adopt', 'accordance']"
deeply,"[ 0.0177189   0.01411774 -0.12614675  0.10336729 -0.20666377  0.15543391
  0.02482782  0.16391769 -0.10562739  0.12567154  0.01816786  0.26270106
 -0.17216657 -0.08654369  0.2071718  -0.26367915 -0.01552787  0.03270122
 -0.00079462  0.1526297  -0.06556989  0.14021462  0.08062118 -0.02000866
  0.01408766  0.31191412 -0.12424821  0.09037477 -0.00668264 -0.1501247
  0.0993937  -0.02217171  0.12854896  0.13867311 -0.18780696 -0.1419925
  0.01821889 -0.30733207 -0.01765857 -0.1179906   0.0636405   0.13213287
  0.1822925   0.27440467  0.42061675 -0.02601768 -0.20845322  0.00153865
 -0.23489691 -0.18727311]","['existing', 'highly', 'stated', 'called', 'prospects', 'localities', 'xinjiang', 'cold', 'may', 'successful', 'systems', 'propaganda', 'official', 'wto', 'spokesman', 'deal', 'course', 'friendship', 'june', 'marxism']"
across,"[ 0.06964111 -0.03948753 -0.06845849 -0.01098734  0.01916631  0.27890724
 -0.06177632 -0.39432192  0.30554622  0.28967497  0.13599281 -0.02383196
  0.36819777  0.20001702 -0.30203608  0.11032131 -0.19670534 -0.3207829
  0.10251604  0.15046895 -0.02464549 -0.08268744 -0.43488678  0.15862182
  0.19819097 -0.03090716  0.02649744 -0.24166831 -0.27326503  0.07395553
 -0.22654347  0.02191171  0.21087618 -0.10726988 -0.26936996 -0.03720081
 -0.14826123  0.12694256 -0.0927599   0.10227517 -0.04180801 -0.00562152
 -0.11621996  0.03130551  0.34367523  0.02772368  0.255762   -0.1114394
 -0.21058267 -0.1295046 ]","['forum', 'civil', 'overseas', 'traditional', 'addition', 'stressed', 'real', 'hoped', 'step', 'understanding', 'seen', 'knowledge', 'used', 'guarantee', 'state', 'part', 'task', 'especially', 'economic', 'korea']"
pressure,"[ 0.03045269 -0.12843043 -0.0617497  -0.07663693  0.13344146  0.03200141
  0.0224135   0.00192651  0.00675461 -0.05894219  0.14434797 -0.1296234
 -0.04924023  0.11704663  0.08098545  0.04267608  0.01856935 -0.06998529
  0.08855394  0.08732763  0.0698483  -0.1256439   0.10817581 -0.11709183
  0.34314954  0.08350179 -0.01932431  0.06794168 -0.00370504 -0.09197029
 -0.14676066  0.21225563  0.11527677  0.14579064  0.0862613  -0.05087094
 -0.01843017 -0.17015207  0.22275166 -0.08418854  0.00379156  0.1026073
 -0.09255288  0.07504907  0.07594062  0.17618574 -0.09656683  0.00108493
 -0.02829956 -0.2741986 ]","['kind', 'industries', 'constitution', 'threat', 'know', 'due', 'special', 'network', 'actually', 'emphasized', 'korea', 'conducted', 'position', 'conditions', 'understanding', 'cult', 'difficult', 'contributions', 'effectively', 'stressed']"
